split,n,accuracy_mean,accuracy_sd,accuracy_ci95_low,accuracy_ci95_high,balanced_accuracy_mean,balanced_accuracy_sd,balanced_accuracy_ci95_low,balanced_accuracy_ci95_high,macro_f1_mean,macro_f1_sd,macro_f1_ci95_low,macro_f1_ci95_high
random_windows_15pct (thesis notebook 12),10.0,0.9413443246670893,0.005712907102827977,0.9372575571179125,0.9454310922162661,0.8945149408395308,0.018330979912566485,0.8814017477658668,0.9076281339131947,0.9131493174770193,0.013422980464319379,0.9035470957031592,0.9227515392508795
unseen_subjects_15pct,10.0,0.6384877984482238,0.06815116603769338,0.5897353911732064,0.6872402057232412,0.4909906145310462,0.06365888495346113,0.44545179155319575,0.5365294375088967,0.492260283239606,0.06986966696037042,0.4422785344616347,0.5422420320175774
