features,test_dataset,trained_on,split,balanced_accuracy,auroc
hr_hrv_eda,PhysioNet,all_datasets,5,0.8165929203539823,0.8798672566371681
hr_hrv_eda,PhysioNet,within_dataset,6,0.8198038520619166,0.9062980030721967
hr_hrv_eda,PhysioNet,other_datasets_only,6,0.825593761077632,0.9149237858915278
hr_hrv_eda,PhysioNet,all_datasets,6,0.8555476781283233,0.9389105518137777
hr_hrv_eda,PhysioNet,within_dataset,7,0.7744332835618297,0.8498031763268631
hr_hrv_eda,PhysioNet,other_datasets_only,7,0.7703271345188001,0.8510248405049545
hr_hrv_eda,PhysioNet,all_datasets,7,0.819329442106692,0.8832632007601465
hr_hrv_eda,PhysioNet,within_dataset,8,0.7341897233201582,0.7741645706072584
hr_hrv_eda,PhysioNet,other_datasets_only,8,0.7450592885375494,0.8393819619116063
hr_hrv_eda,PhysioNet,all_datasets,8,0.7687747035573123,0.8393819619116061
hr_hrv_eda,PhysioNet,within_dataset,9,0.7818627450980392,0.8801182237600922
hr_hrv_eda,PhysioNet,other_datasets_only,9,0.7457107843137255,0.833044982698962
hr_hrv_eda,PhysioNet,all_datasets,9,0.8033088235294117,0.8719723183391004
hr_hrv_eda,PhysioNet,within_dataset,10,0.8418505613627565,0.9198606271777005
hr_hrv_eda,PhysioNet,other_datasets_only,10,0.8120402632597754,0.9120402632597755
hr_hrv_eda,PhysioNet,all_datasets,10,0.840572977158343,0.9338753387533876
hr_hrv_eda,PhysioNet,within_dataset,11,0.7502469246655293,0.8359522313010684
