split,accuracy,balanced_accuracy,macro_f1,inner_cv_balanced_accuracy,best_params,task,normalisation,modality,model
15,0.597444089456869,0.504996315082152,0.4439943141435679,0.47776711493088975,"{""n_estimators"": 150, ""max_depth"": 2, ""learning_rate"": 0.02393332787379722, ""subsample"": 0.8842420433349993, ""colsample_bytree"": 0.5125192332828072, ""min_child_weight"": 7, ""gamma"": 0.4889005612424748, ""reg_lambda"": 0.018102564302306924}",within_PhysioNet_stress_session,none,physiology_only,xgboost
16,0.5923344947735192,0.44668109668109673,0.43277308553793375,0.5112327080744317,"{""n_estimators"": 150, ""max_depth"": 8, ""learning_rate"": 0.10990868063076586, ""subsample"": 0.6166555234830855, ""colsample_bytree"": 0.9075316830787724, ""min_child_weight"": 2, ""gamma"": 4.740868377174375, ""reg_lambda"": 1.534316175118614}",within_PhysioNet_stress_session,none,physiology_only,xgboost
17,0.5529411764705883,0.5180634363391436,0.43880152387499644,0.5095369590888436,"{""n_estimators"": 550, ""max_depth"": 3, ""learning_rate"": 0.010154050365764567, ""subsample"": 0.8081613589187233, ""colsample_bytree"": 0.8857088404836433, ""min_child_weight"": 10, ""gamma"": 0.6078342406998373, ""reg_lambda"": 0.1398754873918332}",within_PhysioNet_stress_session,none,physiology_only,xgboost
18,0.45864661654135336,0.4348833784485056,0.3945090924257591,0.5313675272829326,"{""n_estimators"": 100, ""max_depth"": 2, ""learning_rate"": 0.013976480401122237, ""subsample"": 0.7718537754121956, ""colsample_bytree"": 0.9152391006539072, ""min_child_weight"": 9, ""gamma"": 4.387613873691443, ""reg_lambda"": 0.5850197198723733}",within_PhysioNet_stress_session,none,physiology_only,xgboost
19,0.652317880794702,0.47474617474617475,0.4674451231828281,0.4858075075805583,"{""n_estimators"": 100, ""max_depth"": 3, ""learning_rate"": 0.022427753354531947, ""subsample"": 0.9763570143791266, ""colsample_bytree"": 0.7917430310109084, ""min_child_weight"": 3, ""gamma"": 4.396076409607808, ""reg_lambda"": 4.095856938512364}",within_PhysioNet_stress_session,none,physiology_only,xgboost
0,0.547112462006079,0.4736709956709957,0.41944664759936234,0.5095466374162342,"{""n_estimators"": 600, ""max_depth"": 7, ""min_samples_leaf"": 1, ""max_features"": 0.5}",within_PhysioNet_stress_session,none,physiology_only,random_forest
1,0.6654275092936803,0.48376068376068376,0.42599742599742596,0.5004162568992959,"{""n_estimators"": 200, ""max_depth"": 3, ""min_samples_leaf"": 7, ""max_features"": ""sqrt""}",within_PhysioNet_stress_session,none,physiology_only,random_forest
2,0.6261127596439169,0.48283868283868286,0.47247314503753474,0.4937650722019376,"{""n_estimators"": 300, ""max_depth"": 20, ""min_samples_leaf"": 10, ""max_features"": 0.5}",within_PhysioNet_stress_session,none,physiology_only,random_forest
3,0.4812680115273775,0.4444272145764683,0.39477201362404096,0.5265840492662203,"{""n_estimators"": 200, ""max_depth"": 5, ""min_samples_leaf"": 1, ""max_features"": 0.5}",within_PhysioNet_stress_session,none,physiology_only,random_forest
4,0.6147308781869688,0.47918882908968835,0.4510370345096879,0.47918009655835414,"{""n_estimators"": 300, ""max_depth"": 4, ""min_samples_leaf"": 5, ""max_features"": 0.5}",within_PhysioNet_stress_session,none,physiology_only,random_forest
5,0.6413043478260869,0.5400743303857491,0.4770321452385804,0.47424274687435825,"{""n_estimators"": 300, ""max_depth"": 5, ""min_samples_leaf"": 9, ""max_features"": ""log2""}",within_PhysioNet_stress_session,none,physiology_only,random_forest
6,0.32646048109965636,0.34948721424053497,0.287948742251009,0.5553243860262073,"{""n_estimators"": 200, ""max_depth"": 5, ""min_samples_leaf"": 10, ""max_features"": ""log2""}",within_PhysioNet_stress_session,none,physiology_only,random_forest
7,0.4962962962962963,0.4413082437275985,0.41741667769855834,0.517234341922979,"{""n_estimators"": 600, ""max_depth"": 3, ""min_samples_leaf"": 2, ""max_features"": 0.5}",within_PhysioNet_stress_session,none,physiology_only,random_forest
8,0.4624624624624625,0.43561076604554866,0.3850494743351886,0.5164820097600532,"{""n_estimators"": 500, ""max_depth"": 4, ""min_samples_leaf"": 7, ""max_features"": 0.5}",within_PhysioNet_stress_session,none,physiology_only,random_forest
9,0.6012269938650306,0.4487962962962963,0.42341529487112917,0.493240354745339,"{""n_estimators"": 200, ""max_depth"": 6, ""min_samples_leaf"": 8, ""max_features"": 0.5}",within_PhysioNet_stress_session,none,physiology_only,random_forest
10,0.5915492957746479,0.5677832634354374,0.47664436106451497,0.4749313567196247,"{""n_estimators"": 300, ""max_depth"": 5, ""min_samples_leaf"": 3, ""max_features"": ""log2""}",within_PhysioNet_stress_session,none,physiology_only,random_forest
11,0.5670731707317073,0.5093767797575461,0.47759884174184203,0.534312101692536,"{""n_estimators"": 600, ""max_depth"": 3, ""min_samples_leaf"": 1, ""max_features"": 0.5}",within_PhysioNet_stress_session,none,physiology_only,random_forest
12,0.5294117647058824,0.4772298186395103,0.4425670753603858,0.5023331264741963,"{""n_estimators"": 600, ""max_depth"": 3, ""min_samples_leaf"": 10, ""max_features"": 0.5}",within_PhysioNet_stress_session,none,physiology_only,random_forest
13,0.6739130434782609,0.562037037037037,0.5346788529623536,0.4997870250994507,"{""n_estimators"": 200, ""max_depth"": 5, ""min_samples_leaf"": 3, ""max_features"": 0.5}",within_PhysioNet_stress_session,none,physiology_only,random_forest
14,0.5584905660377358,0.474113475177305,0.4611210450265655,0.503388452767958,"{""n_estimators"": 600, ""max_depth"": 7, ""min_samples_leaf"": 5, ""max_features"": 0.5}",within_PhysioNet_stress_session,none,physiology_only,random_forest
15,0.5814696485623003,0.49784323925954826,0.436055730983985,0.4806356531558546,"{""n_estimators"": 300, ""max_depth"": 3, ""min_samples_leaf"": 1, ""max_features"": 0.5}",within_PhysioNet_stress_session,none,physiology_only,random_forest
16,0.5853658536585366,0.44004329004329007,0.42962475798110983,0.5004603693119484,"{""n_estimators"": 200, ""max_depth"": 13, ""min_samples_leaf"": 4, ""max_features"": 0.5}",within_PhysioNet_stress_session,none,physiology_only,random_forest
17,0.4676470588235294,0.48524309099073354,0.3822077327842599,0.5322725165158287,"{""n_estimators"": 300, ""max_depth"": 3, ""min_samples_leaf"": 8, ""max_features"": 0.5}",within_PhysioNet_stress_session,none,physiology_only,random_forest
18,0.4924812030075188,0.4905363329078949,0.4366766888506019,0.5082185917463095,"{""n_estimators"": 400, ""max_depth"": 14, ""min_samples_leaf"": 9, ""max_features"": 0.5}",within_PhysioNet_stress_session,none,physiology_only,random_forest
19,0.5860927152317881,0.5164736164736164,0.469773976023976,0.49992886185089064,"{""n_estimators"": 400, ""max_depth"": 4, ""min_samples_leaf"": 7, ""max_features"": 0.5}",within_PhysioNet_stress_session,none,physiology_only,random_forest
0,0.6838905775075987,0.3830995670995671,0.37411953813687915,0.4706254949371082,"{""layers"": ""64-32"", ""alpha"": 5.9261600663817066e-05, ""learning_rate_init"": 0.004701559785681414}",within_PhysioNet_stress_session,none,physiology_only,mlp
1,0.6691449814126395,0.461050061050061,0.4436722943403389,0.44958945432550096,"{""layers"": ""128-64"", ""alpha"": 0.00021062257039761962, ""learning_rate_init"": 0.008180243400178632}",within_PhysioNet_stress_session,none,physiology_only,mlp
2,0.7893175074183977,0.4157872157872158,0.419948371505465,0.4105978881465567,"{""layers"": ""64"", ""alpha"": 0.0001865635118442506, ""learning_rate_init"": 0.00011258202142092256}",within_PhysioNet_stress_session,none,physiology_only,mlp
3,0.7780979827089337,0.4595367319247916,0.4840133289759983,0.46647793277265054,"{""layers"": ""64-32"", ""alpha"": 0.0001766758511830735, ""learning_rate_init"": 0.007815595371870782}",within_PhysioNet_stress_session,none,physiology_only,mlp
4,0.7648725212464589,0.4193791374227594,0.4334222039648115,0.4588697683945681,"{""layers"": ""64-32"", ""alpha"": 0.04592400057618093, ""learning_rate_init"": 0.0035580516527438247}",within_PhysioNet_stress_session,none,physiology_only,mlp
5,0.6847826086956522,0.42053056516724335,0.40188790622110543,0.4396908310768886,"{""layers"": ""64"", ""alpha"": 3.972108080319036e-05, ""learning_rate_init"": 0.004905840224312522}",within_PhysioNet_stress_session,none,physiology_only,mlp
6,0.570446735395189,0.3477681395138701,0.34625256800942905,0.4779823437205417,"{""layers"": ""64-32"", ""alpha"": 0.08386782700397157, ""learning_rate_init"": 0.008522885435473642}",within_PhysioNet_stress_session,none,physiology_only,mlp
7,0.6074074074074074,0.33512544802867383,0.33207207207207207,0.46588252469599317,"{""layers"": ""64"", ""alpha"": 6.183245582709459e-05, ""learning_rate_init"": 0.00650921456629797}",within_PhysioNet_stress_session,none,physiology_only,mlp
8,0.7687687687687688,0.49614153961980056,0.5167464114832535,0.46746200568873686,"{""layers"": ""128-64"", ""alpha"": 0.04106779727761693, ""learning_rate_init"": 0.009383166642223731}",within_PhysioNet_stress_session,none,physiology_only,mlp
9,0.7392638036809815,0.44555555555555554,0.4327121305208546,0.40354668448354697,"{""layers"": ""32"", ""alpha"": 0.000361528833136986, ""learning_rate_init"": 0.00012014945320154372}",within_PhysioNet_stress_session,none,physiology_only,mlp
10,0.7915492957746478,0.5319008688573906,0.5035531056467815,0.42945381925788007,"{""layers"": ""64"", ""alpha"": 0.0031823637294800147, ""learning_rate_init"": 0.003233162934760724}",within_PhysioNet_stress_session,none,physiology_only,mlp
11,0.7530487804878049,0.42437103933320675,0.4359756355842461,0.41752445979938296,"{""layers"": ""64"", ""alpha"": 0.012159559134402165, ""learning_rate_init"": 0.0030903084327347174}",within_PhysioNet_stress_session,none,physiology_only,mlp
12,0.6372549019607843,0.43291950340408486,0.4316753278891364,0.46430350783477703,"{""layers"": ""64-32"", ""alpha"": 7.610101835683025e-05, ""learning_rate_init"": 0.007902015145499397}",within_PhysioNet_stress_session,none,physiology_only,mlp
13,0.7318840579710145,0.42333333333333334,0.4112324284617183,0.45900163893874996,"{""layers"": ""64-32"", ""alpha"": 2.1867309626062703e-05, ""learning_rate_init"": 0.008583172016183263}",within_PhysioNet_stress_session,none,physiology_only,mlp
14,0.7283018867924528,0.48414387031408307,0.5003944158873735,0.4373136965805305,"{""layers"": ""64-32"", ""alpha"": 5.474307030928457e-05, ""learning_rate_init"": 0.009671911842880819}",within_PhysioNet_stress_session,none,physiology_only,mlp
15,0.7731629392971247,0.41548893802112685,0.41776501359044055,0.4330034358833886,"{""layers"": ""64"", ""alpha"": 0.0010554351737245096, ""learning_rate_init"": 0.008359561162217328}",within_PhysioNet_stress_session,none,physiology_only,mlp
16,0.7386759581881533,0.4203463203463203,0.4161167643128791,0.4363301926203891,"{""layers"": ""32"", ""alpha"": 0.0031440798063021276, ""learning_rate_init"": 0.0059787414050600386}",within_PhysioNet_stress_session,none,physiology_only,mlp
17,0.5970588235294118,0.42254153569824876,0.3860470740266137,0.4622649371430727,"{""layers"": ""64-32"", ""alpha"": 0.009728493163280345, ""learning_rate_init"": 0.009742895908402866}",within_PhysioNet_stress_session,none,physiology_only,mlp
18,0.7406015037593985,0.452761142045003,0.45517943026267105,0.44509729954091437,"{""layers"": ""64"", ""alpha"": 0.006347362379528299, ""learning_rate_init"": 0.009932515290073234}",within_PhysioNet_stress_session,none,physiology_only,mlp
19,0.7251655629139073,0.4688974688974689,0.4569468442474998,0.4312507924911421,"{""layers"": ""128-64"", ""alpha"": 0.04453287334150975, ""learning_rate_init"": 0.0069496910583954265}",within_PhysioNet_stress_session,none,physiology_only,mlp
0,0.547112462006079,0.5216623376623377,0.45283227136201937,0.42468423923531295,"{""n_estimators"": 350, ""max_depth"": 5, ""learning_rate"": 0.14239936290406904, ""subsample"": 0.7278058347335208, ""colsample_bytree"": 0.7689614275281663, ""min_child_weight"": 3, ""gamma"": 3.6808350113823076, ""reg_lambda"": 0.12908008603344434}",within_PhysioNet_stress_session,none,acc_only,xgboost
1,0.3345724907063197,0.38437118437118434,0.28372301401400235,0.41252481484301556,"{""n_estimators"": 250, ""max_depth"": 2, ""learning_rate"": 0.01308739726652304, ""subsample"": 0.7835980755236949, ""colsample_bytree"": 0.8196116756486569, ""min_child_weight"": 10, ""gamma"": 1.6501696891033482, ""reg_lambda"": 0.12051205112707991}",within_PhysioNet_stress_session,none,acc_only,xgboost
2,0.516320474777448,0.45700765700765705,0.3889633110415729,0.4251214087720652,"{""n_estimators"": 500, ""max_depth"": 4, ""learning_rate"": 0.06707933417367613, ""subsample"": 0.6801671854155575, ""colsample_bytree"": 0.8047077210736145, ""min_child_weight"": 2, ""gamma"": 3.8551484170095867, ""reg_lambda"": 0.030293116505475944}",within_PhysioNet_stress_session,none,acc_only,xgboost
3,0.5302593659942363,0.4270950442592234,0.349547557198911,0.4313716900411757,"{""n_estimators"": 150, ""max_depth"": 4, ""learning_rate"": 0.015341653246571536, ""subsample"": 0.7785513032436377, ""colsample_bytree"": 0.7248641508912939, ""min_child_weight"": 6, ""gamma"": 4.876589276896918, ""reg_lambda"": 0.31975969706891183}",within_PhysioNet_stress_session,none,acc_only,xgboost
4,0.603399433427762,0.42523106620925527,0.3887810555890026,0.46708094164672986,"{""n_estimators"": 450, ""max_depth"": 7, ""learning_rate"": 0.01572704859806649, ""subsample"": 0.6102039412311548, ""colsample_bytree"": 0.55346863098945, ""min_child_weight"": 9, ""gamma"": 0.6605125236070384, ""reg_lambda"": 9.305881888906795}",within_PhysioNet_stress_session,none,acc_only,xgboost
5,0.5570652173913043,0.4077021658336537,0.35371919803570956,0.46876133170435014,"{""n_estimators"": 250, ""max_depth"": 3, ""learning_rate"": 0.03610149655144039, ""subsample"": 0.6457164996381833, ""colsample_bytree"": 0.9148915907484919, ""min_child_weight"": 1, ""gamma"": 1.3579073198655425, ""reg_lambda"": 7.102758263261729}",within_PhysioNet_stress_session,none,acc_only,xgboost
6,0.45017182130584193,0.45916463359537363,0.3723130661753416,0.44281681213285146,"{""n_estimators"": 600, ""max_depth"": 6, ""learning_rate"": 0.033528903005321235, ""subsample"": 0.9412663525963482, ""colsample_bytree"": 0.6089567127577907, ""min_child_weight"": 5, ""gamma"": 3.540925276100852, ""reg_lambda"": 0.02064425753367779}",within_PhysioNet_stress_session,none,acc_only,xgboost
7,0.5777777777777777,0.4382467144563919,0.41902839219843435,0.43496919795871464,"{""n_estimators"": 600, ""max_depth"": 3, ""learning_rate"": 0.10746050540201127, ""subsample"": 0.9019477791482295, ""colsample_bytree"": 0.9300281337628092, ""min_child_weight"": 4, ""gamma"": 1.9629831486481804, ""reg_lambda"": 0.01897579766126967}",within_PhysioNet_stress_session,none,acc_only,xgboost
8,0.6006006006006006,0.4467197858502206,0.41594533441940446,0.4470049617558463,"{""n_estimators"": 200, ""max_depth"": 6, ""learning_rate"": 0.011920930550605755, ""subsample"": 0.8954279178065935, ""colsample_bytree"": 0.7228703244039907, ""min_child_weight"": 2, ""gamma"": 2.7337047319502936, ""reg_lambda"": 0.02278010585090894}",within_PhysioNet_stress_session,none,acc_only,xgboost
9,0.4723926380368098,0.4640740740740741,0.38877167378991623,0.4550961557517816,"{""n_estimators"": 100, ""max_depth"": 3, ""learning_rate"": 0.03770177057280355, ""subsample"": 0.9945613200204569, ""colsample_bytree"": 0.8261151789384045, ""min_child_weight"": 9, ""gamma"": 0.9223832435824002, ""reg_lambda"": 0.199047103384912}",within_PhysioNet_stress_session,none,acc_only,xgboost
10,0.49577464788732395,0.466015466015466,0.39273648648648646,0.39431816858636887,"{""n_estimators"": 250, ""max_depth"": 2, ""learning_rate"": 0.07938515816442063, ""subsample"": 0.9561206649784733, ""colsample_bytree"": 0.5757425343122045, ""min_child_weight"": 5, ""gamma"": 3.9986101158969563, ""reg_lambda"": 0.31830329052956896}",within_PhysioNet_stress_session,none,acc_only,xgboost
11,0.551829268292683,0.40794754969761077,0.3769302629360072,0.45047547541996086,"{""n_estimators"": 400, ""max_depth"": 6, ""learning_rate"": 0.010894932952833758, ""subsample"": 0.9173111849964856, ""colsample_bytree"": 0.9101595924986432, ""min_child_weight"": 1, ""gamma"": 3.0706842338660962, ""reg_lambda"": 1.7386044656880775}",within_PhysioNet_stress_session,none,acc_only,xgboost
12,0.4803921568627451,0.47742147720121286,0.4056679614953804,0.47767178806630434,"{""n_estimators"": 300, ""max_depth"": 8, ""learning_rate"": 0.010861567215859286, ""subsample"": 0.815227309580523, ""colsample_bytree"": 0.509977723672894, ""min_child_weight"": 7, ""gamma"": 4.331056226590183, ""reg_lambda"": 0.0244082848376688}",within_PhysioNet_stress_session,none,acc_only,xgboost
13,0.38405797101449274,0.37833333333333335,0.3270449037007629,0.46491951025244455,"{""n_estimators"": 150, ""max_depth"": 3, ""learning_rate"": 0.06227920026025873, ""subsample"": 0.9009531809058604, ""colsample_bytree"": 0.5014523082368132, ""min_child_weight"": 9, ""gamma"": 4.792940494126282, ""reg_lambda"": 0.272778503157253}",within_PhysioNet_stress_session,none,acc_only,xgboost
14,0.4981132075471698,0.49804120229652143,0.4342362959849299,0.48907861939877395,"{""n_estimators"": 450, ""max_depth"": 4, ""learning_rate"": 0.036577542845552605, ""subsample"": 0.8537101688908715, ""colsample_bytree"": 0.8080284195772486, ""min_child_weight"": 6, ""gamma"": 3.8033348452665456, ""reg_lambda"": 0.011048542316429334}",within_PhysioNet_stress_session,none,acc_only,xgboost
15,0.5686900958466453,0.44464314099507235,0.41020490156689426,0.46244804975432635,"{""n_estimators"": 500, ""max_depth"": 3, ""learning_rate"": 0.021286122559030705, ""subsample"": 0.6774088599918996, ""colsample_bytree"": 0.6262174523235301, ""min_child_weight"": 1, ""gamma"": 3.6564810923771356, ""reg_lambda"": 0.39078176402018777}",within_PhysioNet_stress_session,none,acc_only,xgboost
16,0.6341463414634146,0.49314574314574317,0.4696381734356418,0.39904887887823376,"{""n_estimators"": 100, ""max_depth"": 8, ""learning_rate"": 0.0979381911684139, ""subsample"": 0.6854635620575533, ""colsample_bytree"": 0.7636607552553933, ""min_child_weight"": 8, ""gamma"": 2.505818205760576, ""reg_lambda"": 0.02970340792413305}",within_PhysioNet_stress_session,none,acc_only,xgboost
17,0.5088235294117647,0.4715373311017676,0.3973262314530414,0.4590604086323305,"{""n_estimators"": 450, ""max_depth"": 4, ""learning_rate"": 0.27517746884934186, ""subsample"": 0.9647321779767069, ""colsample_bytree"": 0.9961613523384399, ""min_child_weight"": 7, ""gamma"": 2.8586556131262473, ""reg_lambda"": 0.4156034861530888}",within_PhysioNet_stress_session,none,acc_only,xgboost
18,0.5488721804511278,0.49102956095690925,0.44687412391365294,0.44064659829862624,"{""n_estimators"": 500, ""max_depth"": 8, ""learning_rate"": 0.031712088960002986, ""subsample"": 0.669997813984334, ""colsample_bytree"": 0.6244790721135071, ""min_child_weight"": 9, ""gamma"": 2.9572678015926006, ""reg_lambda"": 8.847837730530793}",within_PhysioNet_stress_session,none,acc_only,xgboost
19,0.5695364238410596,0.5055198055198055,0.4523739522888459,0.46023672595608206,"{""n_estimators"": 100, ""max_depth"": 2, ""learning_rate"": 0.13287516072759845, ""subsample"": 0.9944324876984258, ""colsample_bytree"": 0.8799151313693769, ""min_child_weight"": 4, ""gamma"": 3.8243187578171716, ""reg_lambda"": 0.04219554554505207}",within_PhysioNet_stress_session,none,acc_only,xgboost
0,0.5501519756838906,0.47735064935064936,0.43584251451550027,0.416758645250592,"{""n_estimators"": 300, ""max_depth"": 14, ""min_samples_leaf"": 8, ""max_features"": ""log2""}",within_PhysioNet_stress_session,none,acc_only,random_forest
1,0.5055762081784386,0.4503052503052503,0.3895095115655159,0.40670235974763586,"{""n_estimators"": 200, ""max_depth"": 9, ""min_samples_leaf"": 4, ""max_features"": 0.5}",within_PhysioNet_stress_session,none,acc_only,random_forest
2,0.5281899109792285,0.4499148499148499,0.3893494654482215,0.44020543158404085,"{""n_estimators"": 200, ""max_depth"": 8, ""min_samples_leaf"": 1, ""max_features"": 0.5}",within_PhysioNet_stress_session,none,acc_only,random_forest
3,0.4668587896253602,0.39973186017962137,0.31634643972583115,0.4355410615232304,"{""n_estimators"": 300, ""max_depth"": 4, ""min_samples_leaf"": 8, ""max_features"": ""sqrt""}",within_PhysioNet_stress_session,none,acc_only,random_forest
4,0.6940509915014165,0.4569057585581049,0.42559943989721827,0.43290662978913846,"{""n_estimators"": 600, ""max_depth"": 16, ""min_samples_leaf"": 2, ""max_features"": 0.5}",within_PhysioNet_stress_session,none,acc_only,random_forest
5,0.5353260869565217,0.4556965269768038,0.37449915574915577,0.47300257429882325,"{""n_estimators"": 300, ""max_depth"": 8, ""min_samples_leaf"": 8, ""max_features"": 0.5}",within_PhysioNet_stress_session,none,acc_only,random_forest
6,0.30584192439862545,0.4407585614891118,0.27979214083595333,0.4384298839045265,"{""n_estimators"": 200, ""max_depth"": 4, ""min_samples_leaf"": 5, ""max_features"": ""sqrt""}",within_PhysioNet_stress_session,none,acc_only,random_forest
7,0.5962962962962963,0.421968339307049,0.4149630710197891,0.4122470243437215,"{""n_estimators"": 500, ""max_depth"": 9, ""min_samples_leaf"": 7, ""max_features"": 0.5}",within_PhysioNet_stress_session,none,acc_only,random_forest
8,0.6486486486486487,0.37221908526256353,0.373938680530578,0.4253822142996954,"{""n_estimators"": 600, ""max_depth"": 15, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}",within_PhysioNet_stress_session,none,acc_only,random_forest
9,0.5797546012269938,0.45509259259259255,0.39688296199924106,0.45062512007351035,"{""n_estimators"": 200, ""max_depth"": 9, ""min_samples_leaf"": 3, ""max_features"": 0.5}",within_PhysioNet_stress_session,none,acc_only,random_forest
10,0.27605633802816903,0.41095538921625874,0.2679366782464934,0.38102533063016447,"{""n_estimators"": 500, ""max_depth"": 3, ""min_samples_leaf"": 7, ""max_features"": ""sqrt""}",within_PhysioNet_stress_session,none,acc_only,random_forest
11,0.6097560975609756,0.39514007539391965,0.37358221977315514,0.46900622024610056,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 5, ""max_features"": 0.5}",within_PhysioNet_stress_session,none,acc_only,random_forest
12,0.5522875816993464,0.5058308064915994,0.451765450191801,0.47537987083809424,"{""n_estimators"": 600, ""max_depth"": 20, ""min_samples_leaf"": 6, ""max_features"": ""sqrt""}",within_PhysioNet_stress_session,none,acc_only,random_forest
13,0.36594202898550726,0.3605555555555555,0.3050833978088548,0.45120481373361376,"{""n_estimators"": 500, ""max_depth"": 4, ""min_samples_leaf"": 5, ""max_features"": ""sqrt""}",within_PhysioNet_stress_session,none,acc_only,random_forest
14,0.5509433962264151,0.5121242823370483,0.46257732220655673,0.47874659842570105,"{""n_estimators"": 200, ""max_depth"": 10, ""min_samples_leaf"": 3, ""max_features"": 0.5}",within_PhysioNet_stress_session,none,acc_only,random_forest
15,0.5399361022364217,0.3837011025852228,0.3598780687987751,0.4649215976229064,"{""n_estimators"": 300, ""max_depth"": 11, ""min_samples_leaf"": 10, ""max_features"": ""log2""}",within_PhysioNet_stress_session,none,acc_only,random_forest
16,0.6411149825783972,0.4783549783549783,0.45688017722581736,0.380985044656466,"{""n_estimators"": 400, ""max_depth"": 10, ""min_samples_leaf"": 3, ""max_features"": 0.5}",within_PhysioNet_stress_session,none,acc_only,random_forest
17,0.5205882352941177,0.39984147718768287,0.3441248842368245,0.441401257575566,"{""n_estimators"": 200, ""max_depth"": 6, ""min_samples_leaf"": 2, ""max_features"": ""log2""}",within_PhysioNet_stress_session,none,acc_only,random_forest
18,0.48872180451127817,0.43371692917619226,0.3936460341257943,0.4379001511818326,"{""n_estimators"": 300, ""max_depth"": 16, ""min_samples_leaf"": 10, ""max_features"": ""log2""}",within_PhysioNet_stress_session,none,acc_only,random_forest
19,0.5728476821192053,0.507021307021307,0.4500777933925038,0.42175761288408786,"{""n_estimators"": 300, ""max_depth"": 3, ""min_samples_leaf"": 10, ""max_features"": ""sqrt""}",within_PhysioNet_stress_session,none,acc_only,random_forest
0,0.668693009118541,0.3245454545454545,0.313459526942673,0.3682685337927789,"{""layers"": ""64"", ""alpha"": 0.0007497713006216263, ""learning_rate_init"": 0.00012542180041688486}",within_PhysioNet_stress_session,none,acc_only,mlp
1,0.6877323420074349,0.3162393162393162,0.27165932452276065,0.37985792984970224,"{""layers"": ""64"", ""alpha"": 0.014352222623014912, ""learning_rate_init"": 0.00011387265949167077}",within_PhysioNet_stress_session,none,acc_only,mlp
2,0.6083086053412463,0.36910936910936903,0.37263822373232297,0.4158044440199098,"{""layers"": ""64-32"", ""alpha"": 0.008600333816339565, ""learning_rate_init"": 0.007229272028210569}",within_PhysioNet_stress_session,none,acc_only,mlp
3,0.46397694524495675,0.3663403760418686,0.3206426408421917,0.37584780139146207,"{""layers"": ""128-64"", ""alpha"": 0.07657555436839437, ""learning_rate_init"": 0.008996855873772134}",within_PhysioNet_stress_session,none,acc_only,mlp
4,0.7563739376770539,0.3333333333333333,0.2870967741935484,0.4003855138746199,"{""layers"": ""128-64"", ""alpha"": 0.0013641583752330394, ""learning_rate_init"": 0.009556267582123603}",within_PhysioNet_stress_session,none,acc_only,mlp
5,0.6684782608695652,0.3900551070101243,0.36716027874564455,0.42265909986019495,"{""layers"": ""128-64"", ""alpha"": 0.015857663827197048, ""learning_rate_init"": 0.009938546121513611}",within_PhysioNet_stress_session,none,acc_only,mlp
6,0.7560137457044673,0.4059139784946237,0.4032576328346429,0.41369197640981686,"{""layers"": ""64-32"", ""alpha"": 0.019833903269193306, ""learning_rate_init"": 0.009399014365818551}",within_PhysioNet_stress_session,none,acc_only,mlp
7,0.6259259259259259,0.375,0.3636711647047564,0.40099257681240896,"{""layers"": ""128-64"", ""alpha"": 0.00014507775187697463, ""learning_rate_init"": 0.005611761158690495}",within_PhysioNet_stress_session,none,acc_only,mlp
8,0.7477477477477478,0.32806324110671936,0.2852233676975945,0.3618570346139844,"{""layers"": ""32"", ""alpha"": 0.0003441458805046204, ""learning_rate_init"": 0.007011561239620059}",within_PhysioNet_stress_session,none,acc_only,mlp
9,0.7300613496932515,0.40972222222222227,0.4060309000348974,0.3890210290719227,"{""layers"": ""128-64"", ""alpha"": 0.011129461026746579, ""learning_rate_init"": 0.009489574756508544}",within_PhysioNet_stress_session,none,acc_only,mlp
10,0.6873239436619718,0.39635646157385285,0.4045710174294818,0.3899293861322302,"{""layers"": ""64-32"", ""alpha"": 5.491160049293119e-05, ""learning_rate_init"": 0.00799156380263313}",within_PhysioNet_stress_session,none,acc_only,mlp
11,0.7317073170731707,0.33710302931684427,0.29385333507830563,0.3695318552297604,"{""layers"": ""64"", ""alpha"": 4.709392144502632e-05, ""learning_rate_init"": 0.0002197937102421011}",within_PhysioNet_stress_session,none,acc_only,mlp
12,0.6013071895424836,0.41818849285809634,0.41383685381186486,0.4163265279260222,"{""layers"": ""128-64"", ""alpha"": 0.013665049398531397, ""learning_rate_init"": 0.009577297930454379}",within_PhysioNet_stress_session,none,acc_only,mlp
13,0.717391304347826,0.3433333333333333,0.30699969164353996,0.3631210884913936,"{""layers"": ""64-32"", ""alpha"": 2.5749160592765594e-05, ""learning_rate_init"": 0.009937407088309166}",within_PhysioNet_stress_session,none,acc_only,mlp
14,0.6867924528301886,0.37200270178993583,0.3500941360150618,0.3737820961718021,"{""layers"": ""64-32"", ""alpha"": 0.00010086373020606587, ""learning_rate_init"": 0.007889020035987243}",within_PhysioNet_stress_session,none,acc_only,mlp
15,0.7380191693290735,0.3366172454155287,0.29876543209876544,0.36221137235021605,"{""layers"": ""64"", ""alpha"": 0.00011279699226912957, ""learning_rate_init"": 0.00010145224875631828}",within_PhysioNet_stress_session,none,acc_only,mlp
16,0.6550522648083623,0.3942279942279942,0.37195301711430745,0.4210662791960396,"{""layers"": ""64-32"", ""alpha"": 1.4510153928446856e-05, ""learning_rate_init"": 0.009248586505122879}",within_PhysioNet_stress_session,none,acc_only,mlp
