split,accuracy,balanced_accuracy,macro_f1,inner_cv_balanced_accuracy,best_params,task,normalisation,modality,model
11,0.8237547892720306,0.7968600191754553,0.8059793148028442,0.8002121860182744,"{""n_estimators"": 600, ""max_depth"": 8, ""learning_rate"": 0.07160356362859074, ""subsample"": 0.8758129312782026, ""colsample_bytree"": 0.9123797433706956, ""min_child_weight"": 9, ""gamma"": 2.526522507679985, ""reg_lambda"": 0.8328464561727158}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,xgboost
12,0.7391304347826086,0.736904761904762,0.7340405198776758,0.8201366009984348,"{""n_estimators"": 100, ""max_depth"": 6, ""learning_rate"": 0.022517562324138676, ""subsample"": 0.6174893776432643, ""colsample_bytree"": 0.6180088504732696, ""min_child_weight"": 9, ""gamma"": 0.8090711145605971, ""reg_lambda"": 0.016261076257950386}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,xgboost
13,0.7803921568627451,0.7733333333333333,0.7733333333333333,0.8278044558108691,"{""n_estimators"": 450, ""max_depth"": 3, ""learning_rate"": 0.26627792964965513, ""subsample"": 0.7471043243694416, ""colsample_bytree"": 0.5318957701197197, ""min_child_weight"": 1, ""gamma"": 2.7007922604372623, ""reg_lambda"": 0.02730702998567226}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,xgboost
14,0.78515625,0.7680173116728344,0.773104504068971,0.7842082395265996,"{""n_estimators"": 350, ""max_depth"": 2, ""learning_rate"": 0.17898679301946224, ""subsample"": 0.9296723822048989, ""colsample_bytree"": 0.6696305089739945, ""min_child_weight"": 5, ""gamma"": 4.426170971762159, ""reg_lambda"": 0.1908245855829962}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,xgboost
15,0.7859922178988327,0.7759445687298037,0.7782571182053495,0.8164897379945836,"{""n_estimators"": 250, ""max_depth"": 4, ""learning_rate"": 0.1813503938040741, ""subsample"": 0.6378962896703132, ""colsample_bytree"": 0.9549934019779187, ""min_child_weight"": 9, ""gamma"": 3.9939887504200975, ""reg_lambda"": 0.011781056454338794}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,xgboost
16,0.7450199203187251,0.736692759295499,0.7373103087388801,0.8150847047283558,"{""n_estimators"": 400, ""max_depth"": 2, ""learning_rate"": 0.23087076603112477, ""subsample"": 0.8920913113159482, ""colsample_bytree"": 0.8831545125265229, ""min_child_weight"": 8, ""gamma"": 2.173169487597269, ""reg_lambda"": 1.3540476840428979}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,xgboost
17,0.8274509803921568,0.8184051398337113,0.8213830871115639,0.8091160039883855,"{""n_estimators"": 400, ""max_depth"": 6, ""learning_rate"": 0.28364310984370533, ""subsample"": 0.8776039430270068, ""colsample_bytree"": 0.9632798044230688, ""min_child_weight"": 10, ""gamma"": 2.28947633429834, ""reg_lambda"": 0.26541385607005025}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,xgboost
18,0.7992125984251969,0.8110653893139588,0.7975526278775377,0.822024991494071,"{""n_estimators"": 250, ""max_depth"": 2, ""learning_rate"": 0.1415836757383984, ""subsample"": 0.9560687998720637, ""colsample_bytree"": 0.9363691634515938, ""min_child_weight"": 1, ""gamma"": 1.1868517097652624, ""reg_lambda"": 0.01269768652288782}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,xgboost
19,0.8142292490118577,0.7927737132588885,0.8006638392033929,0.7917591645744692,"{""n_estimators"": 300, ""max_depth"": 8, ""learning_rate"": 0.017746227324604173, ""subsample"": 0.9173022515020923, ""colsample_bytree"": 0.8734236662920073, ""min_child_weight"": 3, ""gamma"": 1.1950746949876931, ""reg_lambda"": 0.030384744333399074}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,xgboost
0,0.7928286852589641,0.7739076399790685,0.7798245614035089,0.7586560161985068,"{""n_estimators"": 500, ""max_depth"": 13, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,random_forest
1,0.7943548387096774,0.7839189189189189,0.785274094698063,0.7460394144957266,"{""n_estimators"": 200, ""max_depth"": 20, ""min_samples_leaf"": 8, ""max_features"": ""log2""}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,random_forest
2,0.6796875,0.6617986644198963,0.6635897435897435,0.796869426869427,"{""n_estimators"": 300, ""max_depth"": 15, ""min_samples_leaf"": 9, ""max_features"": 0.5}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,random_forest
3,0.7335907335907336,0.7244356314826114,0.7256734975823164,0.7821674522999348,"{""n_estimators"": 500, ""max_depth"": 12, ""min_samples_leaf"": 8, ""max_features"": ""sqrt""}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,random_forest
4,0.75,0.7388386343740881,0.7414529914529915,0.784531487115738,"{""n_estimators"": 500, ""max_depth"": 12, ""min_samples_leaf"": 1, ""max_features"": ""log2""}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,random_forest
5,0.7258687258687259,0.7105855855855856,0.7134107379412453,0.78741059706748,"{""n_estimators"": 500, ""max_depth"": 8, ""min_samples_leaf"": 3, ""max_features"": ""log2""}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,random_forest
6,0.8097165991902834,0.8225510204081632,0.8081949607600165,0.7617427965960255,"{""n_estimators"": 600, ""max_depth"": 5, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,random_forest
7,0.833976833976834,0.82477120195241,0.8280716921129414,0.7597359835394643,"{""n_estimators"": 500, ""max_depth"": 11, ""min_samples_leaf"": 1, ""max_features"": ""log2""}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,random_forest
8,0.8235294117647058,0.8078428896185905,0.8139018180048978,0.7857129166153615,"{""n_estimators"": 400, ""max_depth"": 5, ""min_samples_leaf"": 3, ""max_features"": ""sqrt""}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,random_forest
9,0.7816091954022989,0.761981981981982,0.767637641546271,0.7960064338143157,"{""n_estimators"": 500, ""max_depth"": 14, ""min_samples_leaf"": 6, ""max_features"": ""log2""}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,random_forest
10,0.8754863813229572,0.869221183800623,0.8711779448621554,0.7495852830239698,"{""n_estimators"": 300, ""max_depth"": 17, ""min_samples_leaf"": 1, ""max_features"": 0.5}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,random_forest
11,0.8505747126436781,0.8314357622243529,0.8403669724770643,0.7580169097168001,"{""n_estimators"": 300, ""max_depth"": 15, ""min_samples_leaf"": 1, ""max_features"": ""log2""}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,random_forest
12,0.7272727272727273,0.7170849420849421,0.717948717948718,0.783604458797806,"{""n_estimators"": 400, ""max_depth"": 12, ""min_samples_leaf"": 10, ""max_features"": ""log2""}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,random_forest
13,0.6588235294117647,0.6542857142857144,0.6518853269312244,0.8015813283100578,"{""n_estimators"": 500, ""max_depth"": 8, ""min_samples_leaf"": 8, ""max_features"": 0.5}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,random_forest
14,0.73046875,0.7078655209182714,0.7118950922346724,0.7831598061134711,"{""n_estimators"": 500, ""max_depth"": 19, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,random_forest
15,0.7704280155642024,0.756152125279642,0.759824497489427,0.7857661559877999,"{""n_estimators"": 500, ""max_depth"": 9, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,random_forest
16,0.7211155378486056,0.7121330724070449,0.7126831501831501,0.7780199693175364,"{""n_estimators"": 500, ""max_depth"": 4, ""min_samples_leaf"": 9, ""max_features"": ""sqrt""}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,random_forest
17,0.8470588235294118,0.8317271352985639,0.838714908937578,0.7780184004435095,"{""n_estimators"": 500, ""max_depth"": 16, ""min_samples_leaf"": 1, ""max_features"": ""log2""}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,random_forest
18,0.8110236220472441,0.8148267215328232,0.8075757575757576,0.7778614943523859,"{""n_estimators"": 200, ""max_depth"": 13, ""min_samples_leaf"": 1, ""max_features"": ""log2""}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,random_forest
19,0.7944664031620553,0.7797137723013734,0.7842712842712842,0.7623070521039345,"{""n_estimators"": 400, ""max_depth"": 17, ""min_samples_leaf"": 4, ""max_features"": 0.5}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,random_forest
0,0.8007968127490039,0.7793040293040293,0.7864774737988295,0.7718088093357789,"{""layers"": ""64-32"", ""alpha"": 0.00011853311105053556, ""learning_rate_init"": 0.002498714335246006}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,mlp
1,0.7056451612903226,0.6901351351351351,0.6915580543487521,0.7560992939314891,"{""layers"": ""64-32"", ""alpha"": 0.053396297708234265, ""learning_rate_init"": 0.00025946100344044135}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,mlp
2,0.6875,0.6626724084129065,0.6637772524297347,0.7815297995655138,"{""layers"": ""64-32"", ""alpha"": 0.0005451685983068387, ""learning_rate_init"": 0.0025405457790479307}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,mlp
3,0.7413127413127413,0.7251982916412447,0.7286261631089217,0.7869327493059952,"{""layers"": ""64"", ""alpha"": 0.09476329551640278, ""learning_rate_init"": 0.0030467833639300046}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,mlp
4,0.6628787878787878,0.6457834840968777,0.6463948711002754,0.7735730478993542,"{""layers"": ""128-64"", ""alpha"": 2.831398228358501e-05, ""learning_rate_init"": 0.00015521940818840816}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,mlp
5,0.8223938223938224,0.8153153153153153,0.8173595781211676,0.7628780304797567,"{""layers"": ""128-64"", ""alpha"": 0.0013277573387881782, ""learning_rate_init"": 0.0005284762216012407}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,mlp
6,0.8218623481781376,0.8119727891156463,0.8139295986851116,0.7577851354270141,"{""layers"": ""64"", ""alpha"": 0.090998031890896, ""learning_rate_init"": 0.009038015509779243}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,mlp
7,0.7992277992277992,0.7898108602806589,0.7923911703045998,0.743945422879433,"{""layers"": ""32"", ""alpha"": 0.013261566222486032, ""learning_rate_init"": 0.004455459761125432}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,mlp
8,0.7843137254901961,0.7688810305632736,0.7733846079270953,0.7865577415553447,"{""layers"": ""64"", ""alpha"": 0.0024704904561325897, ""learning_rate_init"": 0.004104942015000157}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,mlp
9,0.7854406130268199,0.7547747747747748,0.7613012803762739,0.7789845235042279,"{""layers"": ""64"", ""alpha"": 0.09330245959642004, ""learning_rate_init"": 0.004768362996443514}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,mlp
10,0.7898832684824902,0.7650778816199377,0.7725216365066876,0.7666851065669172,"{""layers"": ""64"", ""alpha"": 0.00015736924790175173, ""learning_rate_init"": 0.0012479291360120409}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,mlp
11,0.8160919540229885,0.7868228667305849,0.7954010974653776,0.7709103096930384,"{""layers"": ""64"", ""alpha"": 0.0004563783223686287, ""learning_rate_init"": 0.0034036193877073086}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,mlp
12,0.7351778656126482,0.7072393822393822,0.7118402039949001,0.7806530541927019,"{""layers"": ""64"", ""alpha"": 0.0015214356024349468, ""learning_rate_init"": 0.0013426932354373066}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,mlp
13,0.6705882352941176,0.6485714285714286,0.650593762234112,0.8202497659450346,"{""layers"": ""128-64"", ""alpha"": 0.030817931043094614, ""learning_rate_init"": 0.0012925535037264576}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,mlp
14,0.7421875,0.7271529825001568,0.7301820504631109,0.7684133993962997,"{""layers"": ""32"", ""alpha"": 0.00038481322772962885, ""learning_rate_init"": 0.008675825569180477}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,mlp
15,0.7470817120622568,0.7309221973651504,0.7344745918967464,0.7783533360301128,"{""layers"": ""64"", ""alpha"": 4.181017633679879e-05, ""learning_rate_init"": 0.004046906834348572}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,mlp
16,0.6733067729083665,0.6456294846705806,0.6466002747252748,0.7954236066494119,"{""layers"": ""128-64"", ""alpha"": 5.858574515837247e-05, ""learning_rate_init"": 0.002154034391199469}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,mlp
17,0.7725490196078432,0.7671012849584278,0.7671012849584278,0.7700781854138543,"{""layers"": ""128-64"", ""alpha"": 0.006681918972444093, ""learning_rate_init"": 0.002276574315589409}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,mlp
18,0.7362204724409449,0.7225937118240854,0.7242128121606949,0.7906152776239065,"{""layers"": ""64-32"", ""alpha"": 0.04777320373083255, ""learning_rate_init"": 0.00996967911932433}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,mlp
19,0.766798418972332,0.7427480426132718,0.7486402290140608,0.7658728716829803,"{""layers"": ""64"", ""alpha"": 0.0017729550116385086, ""learning_rate_init"": 0.003988102125736091}",shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,mlp
0,0.6693227091633466,0.6501831501831501,0.6520003340850247,0.7093207636674475,"{""n_estimators"": 350, ""max_depth"": 4, ""learning_rate"": 0.013448416893789315, ""subsample"": 0.8143978042826376, ""colsample_bytree"": 0.5127867406436887, ""min_child_weight"": 9, ""gamma"": 2.2824904562056814, ""reg_lambda"": 0.10009946449219982}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,xgboost
1,0.7096774193548387,0.7,0.699333198625985,0.7250422416086093,"{""n_estimators"": 300, ""max_depth"": 8, ""learning_rate"": 0.02622066079254977, ""subsample"": 0.6450976764126128, ""colsample_bytree"": 0.5044774531054468, ""min_child_weight"": 1, ""gamma"": 1.344573872273704, ""reg_lambda"": 0.034213400875879735}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,xgboost
2,0.76953125,0.7779754103476253,0.768737272434965,0.6756464236821381,"{""n_estimators"": 400, ""max_depth"": 8, ""learning_rate"": 0.0192027154673986, ""subsample"": 0.6900676546324883, ""colsample_bytree"": 0.6449059861546022, ""min_child_weight"": 3, ""gamma"": 1.403946641370477, ""reg_lambda"": 0.03652281980704582}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,xgboost
3,0.8185328185328186,0.8220561317876753,0.8166854905504104,0.7178328008085887,"{""n_estimators"": 100, ""max_depth"": 5, ""learning_rate"": 0.011477400041379034, ""subsample"": 0.7866067087522787, ""colsample_bytree"": 0.5814820983874684, ""min_child_weight"": 7, ""gamma"": 1.9442344782500722, ""reg_lambda"": 0.1887572807971355}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,xgboost
4,0.6893939393939394,0.6920922089290925,0.6879432624113475,0.6607453226458565,"{""n_estimators"": 450, ""max_depth"": 7, ""learning_rate"": 0.04803371564457419, ""subsample"": 0.617717954582735, ""colsample_bytree"": 0.794561419331697, ""min_child_weight"": 3, ""gamma"": 3.6336447613062917, ""reg_lambda"": 2.8473220053662085}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,xgboost
5,0.752895752895753,0.7488738738738738,0.7482993197278911,0.7181305717744605,"{""n_estimators"": 400, ""max_depth"": 8, ""learning_rate"": 0.010461122591898745, ""subsample"": 0.7697093494424643, ""colsample_bytree"": 0.5297293192420979, ""min_child_weight"": 9, ""gamma"": 1.1350641914872694, ""reg_lambda"": 0.17335090481195733}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,xgboost
6,0.7975708502024291,0.7963605442176871,0.7923951048951049,0.7145547268198932,"{""n_estimators"": 400, ""max_depth"": 7, ""learning_rate"": 0.1632002025894118, ""subsample"": 0.8217991925992962, ""colsample_bytree"": 0.8386811860105958, ""min_child_weight"": 8, ""gamma"": 4.648530333360764, ""reg_lambda"": 0.0176782172659606}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,xgboost
7,0.7142857142857143,0.7195546064673581,0.7127398081534773,0.6941910250467176,"{""n_estimators"": 100, ""max_depth"": 6, ""learning_rate"": 0.01231472577080189, ""subsample"": 0.7443119478902513, ""colsample_bytree"": 0.6441806152927342, ""min_child_weight"": 7, ""gamma"": 3.3997173058591836, ""reg_lambda"": 0.10621540192677204}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,xgboost
8,0.7607843137254902,0.7486107602930032,0.751219512195122,0.706949053485487,"{""n_estimators"": 400, ""max_depth"": 5, ""learning_rate"": 0.06922394122181373, ""subsample"": 0.6536077083827065, ""colsample_bytree"": 0.5348964993097883, ""min_child_weight"": 4, ""gamma"": 3.2023938654257535, ""reg_lambda"": 0.8343658640851669}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,xgboost
9,0.6973180076628352,0.6710810810810811,0.6723866723866724,0.6893676383824167,"{""n_estimators"": 400, ""max_depth"": 4, ""learning_rate"": 0.038611152849101264, ""subsample"": 0.626239606126592, ""colsample_bytree"": 0.542352669321813, ""min_child_weight"": 2, ""gamma"": 1.69330677286177, ""reg_lambda"": 0.036548065525962535}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,xgboost
10,0.7704280155642024,0.7711838006230529,0.7668127643214149,0.6608403048187547,"{""n_estimators"": 550, ""max_depth"": 6, ""learning_rate"": 0.017218673229576396, ""subsample"": 0.7016667005249128, ""colsample_bytree"": 0.5530359592473688, ""min_child_weight"": 8, ""gamma"": 0.03267633092683725, ""reg_lambda"": 2.6832905338946116}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,xgboost
11,0.7164750957854407,0.7128775167785235,0.7118689581095596,0.6968900722912265,"{""n_estimators"": 350, ""max_depth"": 8, ""learning_rate"": 0.04158358933545777, ""subsample"": 0.8872495201454547, ""colsample_bytree"": 0.7523388826315075, ""min_child_weight"": 8, ""gamma"": 1.6571577291396642, ""reg_lambda"": 0.48123925421913105}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,xgboost
12,0.7114624505928854,0.704954954954955,0.7040651188129917,0.6661526396187185,"{""n_estimators"": 300, ""max_depth"": 2, ""learning_rate"": 0.1150407695765668, ""subsample"": 0.6627229161330076, ""colsample_bytree"": 0.7676924615310654, ""min_child_weight"": 4, ""gamma"": 0.267057802350324, ""reg_lambda"": 0.03046783319511367}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,xgboost
13,0.6784313725490196,0.6623809523809523,0.6639128198534139,0.687316151166231,"{""n_estimators"": 600, ""max_depth"": 3, ""learning_rate"": 0.0928354761669217, ""subsample"": 0.8446595369738237, ""colsample_bytree"": 0.980392943726701, ""min_child_weight"": 2, ""gamma"": 2.254309318479608, ""reg_lambda"": 1.9063129888855934}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,xgboost
14,0.71875,0.7083359468105124,0.7093661305581835,0.6970457456359359,"{""n_estimators"": 600, ""max_depth"": 2, ""learning_rate"": 0.15368764183181058, ""subsample"": 0.9553593756716517, ""colsample_bytree"": 0.7672689086737473, ""min_child_weight"": 3, ""gamma"": 0.7318189499607107, ""reg_lambda"": 0.025685551205026105}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,xgboost
15,0.7431906614785992,0.7352100422570221,0.7357943925233645,0.637261562916624,"{""n_estimators"": 450, ""max_depth"": 5, ""learning_rate"": 0.09689443333594124, ""subsample"": 0.8613264650692796, ""colsample_bytree"": 0.5235562034688365, ""min_child_weight"": 6, ""gamma"": 0.9140129361273684, ""reg_lambda"": 4.322063638776855}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,xgboost
16,0.7529880478087649,0.7529028049575994,0.7491618310767247,0.6580054739178981,"{""n_estimators"": 450, ""max_depth"": 3, ""learning_rate"": 0.07865105760720037, ""subsample"": 0.6893771875742318, ""colsample_bytree"": 0.59692922417872, ""min_child_weight"": 5, ""gamma"": 1.863025266285701, ""reg_lambda"": 7.547813977923426}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,xgboost
17,0.6980392156862745,0.7049319727891157,0.6968457132270067,0.7014741294072101,"{""n_estimators"": 300, ""max_depth"": 5, ""learning_rate"": 0.19992467237432018, ""subsample"": 0.6273861102461372, ""colsample_bytree"": 0.7626950483992272, ""min_child_weight"": 7, ""gamma"": 1.6835170515327647, ""reg_lambda"": 2.3200051844298812}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,xgboost
18,0.7992125984251969,0.8048929466983861,0.7961765400047203,0.6940954614612332,"{""n_estimators"": 250, ""max_depth"": 6, ""learning_rate"": 0.12579090211258057, ""subsample"": 0.8165081687501623, ""colsample_bytree"": 0.8725157730959481, ""min_child_weight"": 6, ""gamma"": 4.894155446546427, ""reg_lambda"": 0.28131399102908344}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,xgboost
19,0.6719367588932806,0.6637466307277629,0.6635260939928536,0.6746377513736984,"{""n_estimators"": 250, ""max_depth"": 3, ""learning_rate"": 0.13111926219853537, ""subsample"": 0.7410846249049382, ""colsample_bytree"": 0.933581982455063, ""min_child_weight"": 3, ""gamma"": 3.5994333856981666, ""reg_lambda"": 0.01985622168757813}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,xgboost
0,0.6454183266932271,0.6452446363160649,0.6409502226079689,0.7035621320430878,"{""n_estimators"": 600, ""max_depth"": 6, ""min_samples_leaf"": 9, ""max_features"": ""sqrt""}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,random_forest
1,0.7459677419354839,0.7514864864864865,0.7424459720092973,0.7193835770723057,"{""n_estimators"": 600, ""max_depth"": 14, ""min_samples_leaf"": 5, ""max_features"": ""log2""}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,random_forest
2,0.76953125,0.7827185920239655,0.7693588040374426,0.6705169103383389,"{""n_estimators"": 200, ""max_depth"": 12, ""min_samples_leaf"": 8, ""max_features"": ""sqrt""}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,random_forest
3,0.7953667953667953,0.8031116534472239,0.7943736237398324,0.723513158693703,"{""n_estimators"": 500, ""max_depth"": 3, ""min_samples_leaf"": 6, ""max_features"": ""sqrt""}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,random_forest
4,0.7045454545454546,0.7104756346658885,0.7039337474120082,0.6881635879721754,"{""n_estimators"": 500, ""max_depth"": 7, ""min_samples_leaf"": 4, ""max_features"": ""log2""}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,random_forest
5,0.7374517374517374,0.7319819819819819,0.7319819819819819,0.7064809075728805,"{""n_estimators"": 600, ""max_depth"": 9, ""min_samples_leaf"": 9, ""max_features"": ""log2""}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,random_forest
6,0.7975708502024291,0.7963605442176871,0.7923951048951049,0.7133101909325003,"{""n_estimators"": 500, ""max_depth"": 13, ""min_samples_leaf"": 4, ""max_features"": ""log2""}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,random_forest
7,0.7142857142857143,0.7147956070774862,0.7111466120086809,0.6940884398281062,"{""n_estimators"": 200, ""max_depth"": 15, ""min_samples_leaf"": 2, ""max_features"": ""log2""}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,random_forest
8,0.7607843137254902,0.7537888355645365,0.7541139090434865,0.6982833257701425,"{""n_estimators"": 600, ""max_depth"": 10, ""min_samples_leaf"": 5, ""max_features"": 0.5}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,random_forest
9,0.7586206896551724,0.7548648648648648,0.7539393939393939,0.7065286827294216,"{""n_estimators"": 500, ""max_depth"": 5, ""min_samples_leaf"": 9, ""max_features"": 0.5}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,random_forest
10,0.8287937743190662,0.8278816199376947,0.8251700680272109,0.673528657210135,"{""n_estimators"": 500, ""max_depth"": 10, ""min_samples_leaf"": 6, ""max_features"": 0.5}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,random_forest
11,0.7624521072796935,0.7542545541706616,0.7558244809270884,0.7074289493692237,"{""n_estimators"": 200, ""max_depth"": 12, ""min_samples_leaf"": 4, ""max_features"": 0.5}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,random_forest
12,0.7628458498023716,0.7723938223938225,0.7615007541478129,0.6612830839703231,"{""n_estimators"": 300, ""max_depth"": 4, ""min_samples_leaf"": 7, ""max_features"": ""sqrt""}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,random_forest
13,0.7490196078431373,0.7495238095238095,0.7447447447447447,0.6875231543460956,"{""n_estimators"": 500, ""max_depth"": 8, ""min_samples_leaf"": 8, ""max_features"": ""sqrt""}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,random_forest
14,0.6953125,0.7026908361036192,0.693798687358155,0.6760390145043575,"{""n_estimators"": 400, ""max_depth"": 4, ""min_samples_leaf"": 5, ""max_features"": ""log2""}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,random_forest
15,0.7626459143968871,0.7660017399950286,0.7601915163752619,0.6212218974692054,"{""n_estimators"": 300, ""max_depth"": 8, ""min_samples_leaf"": 2, ""max_features"": ""log2""}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,random_forest
16,0.7569721115537849,0.7643509458577952,0.7554192425041133,0.662549113922953,"{""n_estimators"": 300, ""max_depth"": 12, ""min_samples_leaf"": 6, ""max_features"": ""log2""}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,random_forest
17,0.7098039215686275,0.7028533635676493,0.7028533635676493,0.7081590162708343,"{""n_estimators"": 400, ""max_depth"": 7, ""min_samples_leaf"": 4, ""max_features"": ""log2""}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,random_forest
18,0.8031496062992126,0.8082042049765319,0.7999747999747999,0.700976564627092,"{""n_estimators"": 600, ""max_depth"": 10, ""min_samples_leaf"": 8, ""max_features"": ""sqrt""}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,random_forest
19,0.7154150197628458,0.7090553202413041,0.7084880297017027,0.6782463953933014,"{""n_estimators"": 300, ""max_depth"": 20, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,random_forest
0,0.7410358565737052,0.728283621140764,0.7303350357845325,0.7226621465236834,"{""layers"": ""64-32"", ""alpha"": 0.014685885989200861, ""learning_rate_init"": 0.0011423254155608382}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,mlp
1,0.7137096774193549,0.7131081081081081,0.707891637220259,0.7396909816271605,"{""layers"": ""64"", ""alpha"": 4.7788310658576985e-05, ""learning_rate_init"": 0.005705385668376793}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,mlp
2,0.7265625,0.7358172626848904,0.7259603621238072,0.7126941444798588,"{""layers"": ""128-64"", ""alpha"": 0.0028511059621897502, ""learning_rate_init"": 0.004542987985322682}",shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,mlp
