train,test,normalisation,method,seed,balanced_accuracy,macro_f1,auroc
WESAD,PhysioNet,none,source_only,0,0.6458333333333334,0.6425094778035955,0.6477160126833136
WESAD,PhysioNet,none,finetune_k5 (uses target labels),0,0.6666666666666666,0.4,
WESAD,PhysioNet,none,coral,0,0.6329022988505747,0.6268813866725094,0.6622324613555292
WESAD,PhysioNet,none,mmd,0,0.6084770114942528,0.5875665318288269,0.6367667459373763
WESAD,PhysioNet,none,dann,0,0.6221264367816092,0.6083530004186208,0.6307718985334919
WESAD,PhysioNet,none,subject_dann,0,0.6135057471264368,0.6033303597977996,0.6351070154577884
WESAD,PhysioNet,none,source_only,1,0.6293103448275862,0.6280199474871946,0.6456475426080063
WESAD,PhysioNet,none,finetune_k5 (uses target labels),1,0.6666666666666666,0.4,
WESAD,PhysioNet,none,coral,1,0.6235632183908046,0.620331151328456,0.6536860879904876
WESAD,PhysioNet,none,mmd,1,0.5984195402298851,0.5836200671169449,0.6341161315893777
WESAD,PhysioNet,none,dann,1,0.6379310344827587,0.631823355060953,0.6334596710265556
WESAD,PhysioNet,none,subject_dann,1,0.6415229885057472,0.6418952494533889,0.6537975624256838
WESAD,PhysioNet,none,source_only,2,0.6307471264367817,0.6298541297062882,0.6431455608402694
WESAD,PhysioNet,none,finetune_k5 (uses target labels),2,0.6,0.375,
WESAD,PhysioNet,none,coral,2,0.6329022988505747,0.6311356660527931,0.656336702338486
WESAD,PhysioNet,none,mmd,2,0.6041666666666666,0.5824036711765171,0.6251981767736822
WESAD,PhysioNet,none,dann,2,0.6084770114942528,0.5960591133004927,0.6292731866825209
WESAD,PhysioNet,none,subject_dann,2,0.5977011494252873,0.5884677248034962,0.6155246730083235
WESAD,PhysioNet,none,source_only,3,0.6264367816091954,0.6242468817995158,0.6435543004359889
WESAD,PhysioNet,none,finetune_k5 (uses target labels),3,0.6,0.375,
WESAD,PhysioNet,none,coral,3,0.6271551724137931,0.6232754621151075,0.6521626040428061
WESAD,PhysioNet,none,mmd,3,0.5984195402298851,0.5807823129251701,0.6285671819262783
WESAD,PhysioNet,none,dann,3,0.6113505747126438,0.6049526867595904,0.6284185493460167
WESAD,PhysioNet,none,subject_dann,3,0.6300287356321839,0.6182057551250706,0.6733799048751485
WESAD,PhysioNet,none,source_only,4,0.6343390804597702,0.6330129683262926,0.6452264169639319
WESAD,PhysioNet,none,finetune_k5 (uses target labels),4,0.6666666666666666,0.4,
WESAD,PhysioNet,none,coral,4,0.6271551724137931,0.6246150078069987,0.65439209274673
WESAD,PhysioNet,none,mmd,4,0.610632183908046,0.5985197318530652,0.635813020214031
WESAD,PhysioNet,none,dann,4,0.6278735632183907,0.6200996475877992,0.6348097502972652
WESAD,PhysioNet,none,subject_dann,4,0.6343390804597702,0.6050946062508029,0.6756093935790725
WESAD,PhysioNet,none,source_only,5,0.6379310344827587,0.6348987869111198,0.6489917756638922
WESAD,PhysioNet,none,finetune_k5 (uses target labels),5,0.6,0.375,
WESAD,PhysioNet,none,coral,5,0.6408045977011494,0.6360742705570293,0.6572408838684107
WESAD,PhysioNet,none,mmd,5,0.6027298850574713,0.5828302173582611,0.6366924296472454
WESAD,PhysioNet,none,dann,5,0.6135057471264368,0.6033303597977996,0.6373860483551327
WESAD,PhysioNet,none,subject_dann,5,0.6271551724137931,0.6157262468147069,0.6351317875544986
WESAD,PhysioNet,none,source_only,6,0.6357758620689655,0.6348561009264735,0.6483353151010701
WESAD,PhysioNet,none,finetune_k5 (uses target labels),6,0.6,0.375,
WESAD,PhysioNet,none,coral,6,0.6400862068965518,0.6372160203681942,0.6557173999207293
WESAD,PhysioNet,none,mmd,6,0.6199712643678161,0.6001993775530052,0.632753666270313
WESAD,PhysioNet,none,dann,6,0.6113505747126436,0.6030412893901025,0.6208754458977408
WESAD,PhysioNet,none,subject_dann,6,0.6293103448275862,0.6223255813953488,0.6463287752675386
WESAD,PhysioNet,none,source_only,7,0.6386494252873562,0.6365041208791209,0.6461429845422116
WESAD,PhysioNet,none,finetune_k5 (uses target labels),7,0.6666666666666666,0.4,
WESAD,PhysioNet,none,coral,7,0.6422413793103448,0.6381461675579323,0.661749405469679
WESAD,PhysioNet,none,mmd,7,0.6113505747126438,0.5899289330218069,0.6319361870788744
WESAD,PhysioNet,none,dann,7,0.6199712643678161,0.6083530004186208,0.6312425683709869
WESAD,PhysioNet,none,subject_dann,7,0.632183908045977,0.6295869944585617,0.6692925089179549
WESAD,PhysioNet,none,source_only,8,0.6300287356321839,0.6258977879481312,0.6482114546175188
WESAD,PhysioNet,none,finetune_k5 (uses target labels),8,0.6,0.375,
WESAD,PhysioNet,none,coral,8,0.6458333333333333,0.641025641025641,0.6612291914387634
WESAD,PhysioNet,none,mmd,8,0.6048850574712643,0.5883677867832316,0.6359492667459374
WESAD,PhysioNet,none,dann,8,0.6084770114942528,0.5960591133004927,0.6321095917558461
WESAD,PhysioNet,none,subject_dann,8,0.6300287356321839,0.6284403387977471,0.665304201347602
WESAD,PhysioNet,none,source_only,9,0.6293103448275863,0.6269205322355362,0.6508992271105827
WESAD,PhysioNet,none,finetune_k5 (uses target labels),9,0.6666666666666666,0.4,
