features,test_dataset,split,source_stress_rate,target_stress_rate,fixed_0.5,prevalence,oracle,auroc,mean_score
hr_hrv_eda,PhysioNet,12,0.3286944996686547,0.14046822742474915,0.6893644617380026,0.6971465629053177,0.7416620344635909,0.7654252362423569,0.3934054
hr_hrv_eda,PhysioNet,13,0.3286944996686547,0.13003095975232198,0.7421623453651923,0.7492797830876122,0.7759701745466869,0.7460599898322319,0.36939284
hr_hrv_eda,PhysioNet,14,0.3286944996686547,0.1211340206185567,0.7334186061022026,0.748081362700443,0.8034254695201848,0.7925375928121294,0.39592722
hr_hrv_eda,PhysioNet,15,0.3286944996686547,0.1411764705882353,0.6882134703196348,0.6963470319634704,0.7100456621004565,0.7448630136986302,0.43207973
hr_hrv_eda,PhysioNet,16,0.3286944996686547,0.16475095785440613,0.7595476850864091,0.7900042671218264,0.7926178792404523,0.8678259014294858,0.35504052
hr_hrv_eda,PhysioNet,17,0.3286944996686547,0.1649122807017544,0.699535133202217,0.7101734310745575,0.7101734310745575,0.748167352047202,0.38267645
hr_hrv_eda,PhysioNet,18,0.3286944996686547,0.1532567049808429,0.672002262443439,0.6744909502262444,0.6968891402714932,0.7052036199095023,0.33390304
hr_hrv_eda,PhysioNet,19,0.3286944996686547,0.1595744680851064,0.6011251758087202,0.6210970464135022,0.6642756680731364,0.6502578527894982,0.42531762
hr_hrv_eda,Stress-Predict,0,0.2211126961483595,0.3484573502722323,0.6678272980501393,0.6538344359331476,0.6847870241411327,0.7288039693593314,0.33320937
hr_hrv_eda,Stress-Predict,1,0.2211126961483595,0.33458646616541354,0.6004887957849299,0.5950612581730464,0.6296102329714974,0.6601123595505617,0.32194355
hr_hrv_eda,Stress-Predict,2,0.2211126961483595,0.35660377358490564,0.5989930022188086,0.5957113376468215,0.6216465732594765,0.6697466213595247,0.31040317
hr_hrv_eda,Stress-Predict,3,0.2211126961483595,0.3648148148148148,0.6517144929037605,0.6567240384188483,0.6638202779298812,0.7186736913764781,0.36420742
hr_hrv_eda,Stress-Predict,4,0.2211126961483595,0.34375,0.6678125795772855,0.6442577030812324,0.6763432645785586,0.7159184529426743,0.36341074
hr_hrv_eda,Stress-Predict,5,0.2211126961483595,0.34579439252336447,0.6688030888030888,0.6522393822393823,0.7142084942084942,0.7584710424710426,0.31970146
hr_hrv_eda,Stress-Predict,6,0.2211126961483595,0.3309608540925267,0.6517387325554793,0.651195378631892,0.6765328300160147,0.7298530084648822,0.3695464
hr_hrv_eda,Stress-Predict,7,0.2211126961483595,0.35150375939849626,0.6041850732387817,0.6093544137022397,0.6276757343253507,0.6410524684181973,0.370371
hr_hrv_eda,Stress-Predict,8,0.2211126961483595,0.35877862595419846,0.6352266970618035,0.6508991894630192,0.6600493920972644,0.6926370947315097,0.38639343
hr_hrv_eda,Stress-Predict,9,0.2211126961483595,0.35447761194029853,0.6576665652570732,0.6663979312442958,0.6716610891390326,0.703635533921509,0.34643328
hr_hrv_eda,Stress-Predict,10,0.2211126961483595,0.37333333333333335,0.6348241424229266,0.616804168475901,0.6605514546244029,0.689876558526146,0.3228785
hr_hrv_eda,Stress-Predict,11,0.2211126961483595,0.360377358490566,0.5870438153484996,0.5811827209686636,0.6494926562572395,0.6782112465057375,0.30739033
hr_hrv_eda,Stress-Predict,12,0.2211126961483595,0.36213235294117646,0.6162465805526705,0.616114922687576,0.6444140493570707,0.6876490293889612,0.33143014
hr_hrv_eda,Stress-Predict,13,0.2211126961483595,0.32974910394265233,0.6517670309230412,0.6099162985352243,0.667083236456638,0.695768425947454,0.40109518
hr_hrv_eda,Stress-Predict,14,0.2211126961483595,0.352165725047081,0.6378559880611865,0.6256529038676781,0.6424496331302076,0.6786313891307052,0.3108181
hr_hrv_eda,Stress-Predict,15,0.2211126961483595,0.3568702290076336,0.6145289515860296,0.6147590409241657,0.6296593090972564,0.6530411463209508,0.36883837
hr_hrv_eda,Stress-Predict,16,0.2211126961483595,0.3553875236294896,0.6862638048293505,0.6667654582891371,0.7032429649965682,0.7657234666500281,0.41115278
hr_hrv_eda,Stress-Predict,17,0.2211126961483595,0.34724857685009486,0.6568893760325327,0.6480572499682298,0.6846089083746347,0.7448532215020969,0.33472145
hr_hrv_eda,Stress-Predict,18,0.2211126961483595,0.3394495412844037,0.6028903903903904,0.6019894894894895,0.6240615615615616,0.6200450450450451,0.39333934
hr_hrv_eda,Stress-Predict,19,0.2211126961483595,0.36213235294117646,0.6784549218098568,0.6519258619933002,0.7117789903304612,0.7491113094106115,0.39027357
hr_hrv_eda,UBFC-Phys,0,0.2696929238985314,0.5,0.85,0.725,0.9,0.93,0.4615757
hr_hrv_eda,UBFC-Phys,1,0.2696929238985314,0.3333333333333333,0.85,0.75,0.875,0.9099999999999999,0.42920178
hr_hrv_eda,UBFC-Phys,2,0.2696929238985314,0.6666666666666666,0.8125,0.7,0.8624999999999999,0.9175,0.45357373
hr_hrv_eda,UBFC-Phys,3,0.2696929238985314,0.3333333333333333,0.8,0.75,0.85,0.9299999999999999,0.38780782
hr_hrv_eda,UBFC-Phys,4,0.2696929238985314,0.6,0.7666666666666666,0.7333333333333334,0.8583333333333334,0.9266666666666666,0.41075695
hr_hrv_eda,UBFC-Phys,5,0.2696929238985314,0.6666666666666666,0.725,0.625,0.8125,0.8575,0.45305225
hr_hrv_eda,UBFC-Phys,6,0.2696929238985314,0.3333333333333333,0.575,0.6000000000000001,0.725,0.75,0.36728916
hr_hrv_eda,UBFC-Phys,7,0.2696929238985314,0.5,0.85,0.725,0.9,0.93,0.43786964
hr_hrv_eda,UBFC-Phys,8,0.2696929238985314,0.6,0.7416666666666667,0.7333333333333334,0.7916666666666667,0.8483333333333334,0.43414986
