task,normalisation,modality,model,n,accuracy_mean,accuracy_sd,accuracy_ci95_low,accuracy_ci95_high,balanced_accuracy_mean,balanced_accuracy_sd,balanced_accuracy_ci95_low,balanced_accuracy_ci95_high,macro_f1_mean,macro_f1_sd,macro_f1_ci95_low,macro_f1_ci95_high
cross_dataset_PhysioNet_to_WESAD,none,all_modalities,mlp,5.0,0.7251995438996579,0.02022137725309944,0.7000913877703878,0.750307700028928,0.6539715723813527,0.02269632222851269,0.6257903661785766,0.6821527785841288,0.6608343728808234,0.02605238183560609,0.6284860682880936,0.6931826774735531
cross_dataset_PhysioNet_to_WESAD,none,physiology_only,xgboost,5.0,0.6253135689851768,0.04269931162781834,0.5722953709888313,0.6783317669815222,0.6151204935634509,0.040542079107934476,0.5647808535227997,0.665460133604102,0.6073221112773164,0.04128372731594884,0.5560615933574414,0.6585826291971913
cross_dataset_PhysioNet_to_WESAD,none,physiology_only,random_forest,5.0,0.5740022805017103,0.04422497890096486,0.5190897163790612,0.6289148446243594,0.5862327156215559,0.038420291015638895,0.5385276234669255,0.6339378077761862,0.5668067909489155,0.041434280640146565,0.5153593363865743,0.6182542455112567
cross_dataset_PhysioNet_to_WESAD,none,physiology_only,mlp,5.0,0.6303306727480046,0.10930777989528306,0.4946071377284504,0.7660542077675587,0.6510225762103324,0.07609560592352878,0.5565374019135857,0.7455077505070792,0.619656811175318,0.10684353075330019,0.48699304559796847,0.7523205767526675
cross_dataset_PhysioNet_to_WESAD,none,acc_only,xgboost,5.0,0.5548460661345496,0.026133892903687422,0.5223965521831281,0.587295580085971,0.5330025109926944,0.022157509064351745,0.5054903296976152,0.5605146922877735,0.5297960481133602,0.022697506492546527,0.501613371452569,0.5579787247741514
cross_dataset_PhysioNet_to_WESAD,none,acc_only,random_forest,5.0,0.5936145952109465,0.016016364697302936,0.5737276517842037,0.6135015386376893,0.55970595252974,0.008907388352184761,0.5486459690948126,0.5707659359646674,0.5588992782629446,0.009781370647562087,0.5467541024767797,0.5710444540491095
cross_dataset_PhysioNet_to_WESAD,none,acc_only,mlp,5.0,0.5541619156214367,0.053421695667605386,0.48783011938797305,0.6204937118549003,0.5088594866667424,0.08395689410481175,0.40461323385579184,0.613105739477693,0.4986350742010262,0.09914966047070713,0.3755245103604223,0.6217456380416302
shared_Baseline_vs_Stress_pooled,subject_zscore,all_modalities,xgboost,20.0,0.8340594541051601,0.04159401136190603,0.8145928575669943,0.853526050643326,0.8275212714776181,0.043864204048299715,0.8069921920568709,0.8480503508983653,0.8284997872256981,0.043398033444571306,0.8081888823633452,0.8488106920880509
shared_Baseline_vs_Stress_pooled,subject_zscore,all_modalities,random_forest,20.0,0.8026790212902888,0.06403025477075884,0.7727119396108358,0.8326461029697417,0.7938166656995478,0.06739722642641657,0.7622737927792396,0.825359538619856,0.7952035843676173,0.06739062201020196,0.7636638024092435,0.8267433663259911
shared_Baseline_vs_Stress_pooled,subject_zscore,all_modalities,mlp,20.0,0.8220695249420444,0.04889451182437457,0.799186189013368,0.8449528608707209,0.8159161310514138,0.05041650597974348,0.7923204799315379,0.8395117821712897,0.8161314520350181,0.05095229553410825,0.7922850436848902,0.8399778603851461
shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,xgboost,20.0,0.7899026000922149,0.042755517404994975,0.7698924019927397,0.8099127981916902,0.7799394191245957,0.04423157224466423,0.7592384060954894,0.8006404321537021,0.781434927479266,0.04422443736295782,0.7607372536775864,0.8021326012809457
shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,random_forest,20.0,0.7755940513282436,0.058474597324164664,0.7482270973709308,0.8029610052855563,0.7642539059427333,0.05991894997217454,0.7362109741382012,0.7922968377472654,0.7661687696001513,0.06028739310380148,0.7379534011020713,0.7943841380982314
shared_Baseline_vs_Stress_pooled,subject_zscore,physiology_only,mlp,20.0,0.753062851547581,0.05161112034789421,0.7289081036932943,0.7772175994018677,0.7343853690866433,0.053956228377667184,0.7091330768898118,0.7596376612834749,0.7378383996810076,0.05510750616710946,0.7120472928929258,0.7636295064690894
