model,n_features_all,n_features_selected,cv_accuracy_all,cv_accuracy_std_all,cv_accuracy_selected,cv_accuracy_std_selected,threshold_percentile
RandomForest,40,21,0.9165101499063086,0.0033047067435372627,0.9145107745159275,0.0047318656560475835,50
