Model,Single (ms),Batch 10 (ms),Batch 100 (ms),Per-sample (100) (ms)
XGBoost,0.3426749200298218,0.3239498100083438,1.0065901399866561,0.010065901399866562
Random Forest,13.898799390008207,12.608401000034064,13.303039650018036,0.13303039650018036
