model,subject_id,dataset,n_samples,accuracy,precision,recall,f1
MLP,S02,PhysioNet,204,0.5196078431372549,0.6078431372549019,0.5196078431372549,0.5589429722316037
MLP,S03,PhysioNet,137,0.6861313868613139,0.7109394454112812,0.6861313868613139,0.6931199184909964
MLP,S04,PhysioNet,160,0.76875,0.82694427830941,0.76875,0.778417732131901
MLP,S05,PhysioNet,151,0.5496688741721855,0.6761767677101147,0.5496688741721855,0.593986079162002
MLP,S06,PhysioNet,141,0.49645390070921985,0.6388197341898272,0.49645390070921985,0.5034370921131365
MLP,S07,PhysioNet,139,0.5323741007194245,0.6932112491824722,0.5323741007194245,0.5836607030165342
MLP,S08,PhysioNet,150,0.6133333333333333,0.7470237621133677,0.6133333333333333,0.6196691359705744
MLP,S09,PhysioNet,150,0.62,0.771856276385893,0.62,0.6569537496553626
MLP,S12,PhysioNet,88,0.6931818181818182,0.9664502164502163,0.6931818181818182,0.8025552275272321
MLP,S18,PhysioNet,157,0.6242038216560509,0.7418039860283543,0.6242038216560509,0.664688995720294
MLP,f01,PhysioNet,281,0.4377224199288256,0.5732685310274211,0.4377224199288256,0.488429337002126
MLP,f02,PhysioNet,233,0.5708154506437768,0.5871602643307418,0.5708154506437768,0.5351835673115097
MLP,f03,PhysioNet,303,0.46204620462046203,0.5666235074183827,0.46204620462046203,0.5010295792297595
MLP,f04,PhysioNet,249,0.42570281124497994,0.522308309242933,0.42570281124497994,0.44548861142508456
MLP,f05,PhysioNet,330,0.6060606060606061,0.626851114398048,0.6060606060606061,0.5972122150295525
MLP,f06,PhysioNet,251,0.701195219123506,0.7733824503010672,0.701195219123506,0.7327617030401746
MLP,f08,PhysioNet,251,0.7290836653386454,0.7819860393912013,0.7290836653386454,0.7510344111084009
MLP,f09,PhysioNet,249,0.5060240963855421,0.5458457205445157,0.5060240963855421,0.4852472218079175
MLP,f10,PhysioNet,221,0.7149321266968326,0.7461031390280874,0.7149321266968326,0.7198573378880284
MLP,f11,PhysioNet,255,0.13333333333333333,0.24830409356725144,0.13333333333333333,0.15892698498742677
MLP,f12,PhysioNet,314,0.7165605095541401,0.7359637862148887,0.7165605095541401,0.7132501341278548
MLP,f13,PhysioNet,305,0.4491803278688525,0.5370851264670705,0.4491803278688525,0.48727251317100556
MLP,f14_a,PhysioNet,22,0.3181818181818182,1.0,0.3181818181818182,0.4827586206896552
MLP,f14_b,PhysioNet,71,0.4225352112676056,1.0,0.4225352112676056,0.594059405940594
MLP,f15,PhysioNet,139,0.7841726618705036,1.0,0.7841726618705036,0.8790322580645161
MLP,f16,PhysioNet,106,0.7924528301886793,1.0,0.7924528301886793,0.8842105263157896
MLP,f17,PhysioNet,113,0.5575221238938053,1.0,0.5575221238938053,0.7159090909090909
MLP,f18,PhysioNet,103,0.9320388349514563,1.0,0.9320388349514563,0.964824120603015
MLP,S11_a,PhysioNet,52,1.0,1.0,1.0,1.0
MLP,S11_b,PhysioNet,8,0.5,1.0,0.5,0.6666666666666666
MLP,f07,PhysioNet,154,0.6168831168831169,0.7314171258734158,0.6168831168831169,0.6689673962401235
MLP,S16_a,PhysioNet,18,0.2222222222222222,1.0,0.2222222222222222,0.36363636363636365
MLP,S16_b,PhysioNet,21,0.14285714285714285,1.0,0.14285714285714285,0.25
