dataset,model,split,ba,auroc,n_test,n_test_matched,ba_matched,auroc_matched
Stress-Predict,std_external,19,0.7189433409312928,0.7801001302507327,480,194,0.745593419506463,0.7855464159811986
Stress-Predict,std+time_within,19,0.9766769781830023,0.9984329208726799,480,194,0.9606345475910694,0.997502937720329
Stress-Predict,std+time_external,19,0.6152718984044285,0.67305030934549,480,194,0.7297297297297297,0.824030552291422
UBFC-Phys,time_only_within,0,0.5,0.5,40,40,,
UBFC-Phys,std_within,0,0.7,0.855,40,40,,
UBFC-Phys,std_external,0,0.9,0.9275,40,40,,
UBFC-Phys,std+time_within,0,0.75,0.8475,40,40,,
UBFC-Phys,std+time_external,0,0.5,0.8425,40,40,,
UBFC-Phys,time_only_within,1,0.5,0.5,30,30,,
UBFC-Phys,std_within,1,0.65,0.9400000000000001,30,30,,
UBFC-Phys,std_external,1,0.85,0.9450000000000001,30,30,,
UBFC-Phys,std+time_within,1,0.65,0.9400000000000001,30,30,,
UBFC-Phys,std+time_external,1,0.5,0.72,30,30,,
UBFC-Phys,time_only_within,2,0.5,0.5,60,60,,
UBFC-Phys,std_within,2,0.8,0.9425,60,60,,
UBFC-Phys,std_external,2,0.85,0.9437500000000001,60,60,,
UBFC-Phys,std+time_within,2,0.8500000000000001,0.9400000000000001,60,60,,
UBFC-Phys,std+time_external,2,0.5,0.875,60,60,,
UBFC-Phys,time_only_within,3,0.5,0.5,30,30,,
UBFC-Phys,std_within,3,0.85,0.8500000000000001,30,30,,
UBFC-Phys,std_external,3,0.75,0.895,30,30,,
UBFC-Phys,std+time_within,3,0.825,0.8550000000000001,30,30,,
UBFC-Phys,std+time_external,3,0.5,0.875,30,30,,
UBFC-Phys,time_only_within,4,0.5,0.5,50,50,,
UBFC-Phys,std_within,4,0.8416666666666667,0.9683333333333334,50,50,,
UBFC-Phys,std_external,4,0.7583333333333333,0.8966666666666667,50,50,,
UBFC-Phys,std+time_within,4,0.8166666666666667,0.9683333333333334,50,50,,
UBFC-Phys,std+time_external,4,0.5,0.855,50,50,,
UBFC-Phys,time_only_within,5,0.5,0.5,60,60,,
UBFC-Phys,std_within,5,0.875,0.97375,60,60,,
UBFC-Phys,std_external,5,0.7250000000000001,0.855,60,60,,
UBFC-Phys,std+time_within,5,0.8625,0.9762500000000001,60,60,,
UBFC-Phys,std+time_external,5,0.5,0.84125,60,60,,
UBFC-Phys,time_only_within,6,0.5,0.5,30,30,,
UBFC-Phys,std_within,6,0.625,0.6699999999999999,30,30,,
UBFC-Phys,std_external,6,0.575,0.6799999999999999,30,30,,
UBFC-Phys,std+time_within,6,0.6499999999999999,0.6749999999999999,30,30,,
UBFC-Phys,std+time_external,6,0.5,0.67,30,30,,
UBFC-Phys,time_only_within,7,0.5,0.5,40,40,,
UBFC-Phys,std_within,7,0.725,0.86,40,40,,
UBFC-Phys,std_external,7,0.825,0.8725,40,40,,
UBFC-Phys,std+time_within,7,0.7749999999999999,0.8400000000000001,40,40,,
UBFC-Phys,std+time_external,7,0.5,0.7825,40,40,,
UBFC-Phys,time_only_within,8,0.5,0.5,50,50,,
UBFC-Phys,std_within,8,0.8166666666666667,0.8833333333333333,50,50,,
UBFC-Phys,std_external,8,0.7333333333333334,0.81,50,50,,
UBFC-Phys,std+time_within,8,0.8333333333333334,0.89,50,50,,
UBFC-Phys,std+time_external,8,0.5,0.7683333333333333,50,50,,
UBFC-Phys,time_only_within,9,0.5,0.5,60,60,,
UBFC-Phys,std_within,9,0.75,0.93,60,60,,
UBFC-Phys,std_external,9,0.9375,0.9937499999999999,60,60,,
UBFC-Phys,std+time_within,9,0.825,0.9375,60,60,,
UBFC-Phys,std+time_external,9,0.5,0.98625,60,60,,
UBFC-Phys,time_only_within,10,0.5,0.5,40,40,,
UBFC-Phys,std_within,10,0.825,0.89,40,40,,
UBFC-Phys,std_external,10,0.65,0.6799999999999999,40,40,,
UBFC-Phys,std+time_within,10,0.825,0.8925,40,40,,
UBFC-Phys,std+time_external,10,0.5,0.7675,40,40,,
UBFC-Phys,time_only_within,11,0.5,0.5,40,40,,
UBFC-Phys,std_within,11,0.8500000000000001,0.88,40,40,,
UBFC-Phys,std_external,11,0.7,0.745,40,40,,
UBFC-Phys,std+time_within,11,0.8500000000000001,0.88,40,40,,
UBFC-Phys,std+time_external,11,0.5,0.7975,40,40,,
UBFC-Phys,time_only_within,12,0.5,0.5,40,40,,
UBFC-Phys,std_within,12,0.775,0.8674999999999999,40,40,,
UBFC-Phys,std_external,12,0.825,0.9249999999999999,40,40,,
UBFC-Phys,std+time_within,12,0.775,0.8575,40,40,,
UBFC-Phys,std+time_external,12,0.5,0.8300000000000001,40,40,,
UBFC-Phys,time_only_within,13,0.5,0.5,50,50,,
UBFC-Phys,std_within,13,0.9,0.9666666666666667,50,50,,
UBFC-Phys,std_external,13,0.7833333333333333,0.9183333333333333,50,50,,
UBFC-Phys,std+time_within,13,0.9,0.9683333333333334,50,50,,
UBFC-Phys,std+time_external,13,0.5,0.855,50,50,,
UBFC-Phys,time_only_within,14,0.5,0.5,30,30,,
UBFC-Phys,std_within,14,0.775,0.79,30,30,,
UBFC-Phys,std_external,14,0.925,0.95,30,30,,
UBFC-Phys,std+time_within,14,0.775,0.8,30,30,,
UBFC-Phys,std+time_external,14,0.5,0.63,30,30,,
UBFC-Phys,time_only_within,15,0.5,0.5,40,40,,
UBFC-Phys,std_within,15,0.925,0.9625,40,40,,
UBFC-Phys,std_external,15,0.7,0.7675000000000001,40,40,,
UBFC-Phys,std+time_within,15,0.925,0.9675,40,40,,
UBFC-Phys,std+time_external,15,0.5,0.7525,40,40,,
UBFC-Phys,time_only_within,16,0.5,0.5,30,30,,
UBFC-Phys,std_within,16,0.85,0.975,30,30,,
UBFC-Phys,std_external,16,0.8,0.9400000000000001,30,30,,
UBFC-Phys,std+time_within,16,0.875,0.975,30,30,,
UBFC-Phys,std+time_external,16,0.5,0.8300000000000001,30,30,,
UBFC-Phys,time_only_within,17,0.5,0.5,40,40,,
UBFC-Phys,std_within,17,0.75,0.86,40,40,,
UBFC-Phys,std_external,17,0.7749999999999999,0.8775,40,40,,
UBFC-Phys,std+time_within,17,0.75,0.845,40,40,,
UBFC-Phys,std+time_external,17,0.5,0.7725000000000001,40,40,,
UBFC-Phys,time_only_within,18,0.5,0.5,40,40,,
UBFC-Phys,std_within,18,0.675,0.745,40,40,,
UBFC-Phys,std_external,18,0.575,0.6875,40,40,,
UBFC-Phys,std+time_within,18,0.675,0.7525,40,40,,
UBFC-Phys,std+time_external,18,0.5,0.715,40,40,,
UBFC-Phys,time_only_within,19,0.5,0.5,30,30,,
UBFC-Phys,std_within,19,0.875,0.9550000000000001,30,30,,
UBFC-Phys,std_external,19,0.825,0.91,30,30,,
UBFC-Phys,std+time_within,19,0.875,0.9550000000000001,30,30,,
UBFC-Phys,std+time_external,19,0.5,0.825,30,30,,
WESAD,time_only_within,0,0.9280085432316983,0.9790838120489027,281,81,0.5971986417657046,0.8213073005093379
WESAD,std_within,0,0.9931506849315068,0.9994844601561349,281,81,1.0,1.0
WESAD,std_external,0,0.9394240683458536,0.9947709530122257,281,81,0.9393039049235994,0.99830220713073
WESAD,std+time_within,0,0.9977168949771689,1.0,281,81,1.0,1.0
WESAD,std+time_external,0,0.4913094712034173,0.5830755634114008,281,81,0.5483870967741935,0.9991511035653651
WESAD,time_only_within,1,0.9049923195084486,0.946505376344086,277,84,0.48333333333333334,0.595486111111111
WESAD,std_within,1,0.9473502304147465,0.9915514592933948,277,84,0.975,0.9986111111111111
WESAD,std_external,1,0.9124423963133641,0.9817204301075269,277,84,0.7916666666666667,0.9333333333333333
WESAD,std+time_within,1,0.9930875576036866,0.9998463901689707,277,84,0.9375,0.9986111111111111
WESAD,std+time_external,1,0.4351382488479263,0.4675883256528418,277,84,0.525,0.9013888888888889
WESAD,time_only_within,2,0.8762435936086825,0.9453572505275851,276,87,0.7512903225806452,0.7861290322580645
WESAD,std_within,2,0.8834790473319265,0.969550798914682,276,87,0.8951612903225806,0.9916129032258064
WESAD,std_external,2,0.8908652396744046,0.9624660838106723,276,87,0.9116129032258065,0.9761290322580645
WESAD,std+time_within,2,0.9112903225806452,0.9824389508592101,276,87,0.9112903225806452,0.9819354838709677
WESAD,std+time_external,2,0.42990654205607476,0.38536328007235454,276,87,0.5,0.955483870967742
WESAD,time_only_within,3,0.9070336391437309,0.9347477064220184,278,84,0.6125,0.6333333333333334
WESAD,std_within,3,0.9931192660550459,0.9997706422018348,278,84,1.0,1.0
WESAD,std_external,3,0.9457951070336391,0.9778287461773699,278,84,0.9916666666666667,0.9986111111111111
WESAD,std+time_within,3,1.0,1.0,278,84,1.0,1.0
WESAD,std+time_external,3,0.5383027522935779,0.5888379204892966,278,84,0.575,1.0
WESAD,time_only_within,4,0.9246575342465753,0.963582603488285,280,96,0.6142857142857143,0.7838407494145199
WESAD,std_within,4,0.9803877535743692,0.9973800434164233,280,96,0.9775175644028102,0.9995316159250586
WESAD,std_external,4,0.9246575342465753,0.989894453177633,280,96,0.8428571428571429,0.9648711943793911
WESAD,std+time_within,4,0.9908675799086758,0.9997005763904484,280,96,0.9428571428571428,0.9981264637002342
WESAD,std+time_external,4,0.4378321730668463,0.4486862789130923,280,96,0.5245901639344263,0.9362997658079626
WESAD,time_only_within,5,0.8831797235023042,0.9377112135176653,277,68,0.45,0.36666666666666664
WESAD,std_within,5,0.9838709677419355,0.9971582181259601,277,68,1.0,1.0
WESAD,std_external,5,0.9363671274961598,0.9923195084485407,277,68,0.8666666666666667,0.9875
WESAD,std+time_within,5,1.0,1.0,277,68,1.0,1.0
WESAD,std+time_external,5,0.4947004608294931,0.6052227342549923,277,68,0.55,0.98125
WESAD,time_only_within,6,0.8857511997046881,0.9438169066076043,278,87,0.753968253968254,0.8045634920634921
WESAD,std_within,6,0.7806570690291621,0.9329272794389074,278,87,0.8015873015873016,0.9742063492063493
WESAD,std_external,6,0.8172019195275009,0.9258767072720562,278,87,0.810515873015873,0.9345238095238095
WESAD,std+time_within,6,0.8412698412698413,0.9677371723883352,278,87,0.8412698412698413,0.9477513227513227
WESAD,std+time_external,6,0.4242155777039498,0.41439645625692134,278,87,0.5079365079365079,0.9378306878306878
WESAD,time_only_within,7,0.8798963133640554,0.9329997119815667,281,95,0.6794354838709677,0.7570564516129032
WESAD,std_within,7,0.859375,0.9598214285714286,281,95,0.859375,0.9707661290322581
WESAD,std_external,7,0.8909130184331797,0.9606854838709677,281,95,0.8724798387096775,0.966733870967742
WESAD,std+time_within,7,0.8961333525345623,0.9835829493087558,281,95,0.8823084677419355,0.9717741935483872
WESAD,std+time_external,7,0.4502088133640553,0.4340437788018433,281,95,0.5078125,0.9425403225806451
WESAD,time_only_within,8,0.9201102968950668,0.9649467401979301,278,68,0.47540983606557374,0.43091334894613587
WESAD,std_within,8,0.933406360957921,0.9769585253456221,278,68,0.9426229508196722,0.9859484777517564
WESAD,std_external,8,0.8660572637304526,0.9678174813024099,278,68,0.7669789227166277,0.946135831381733
WESAD,std+time_within,8,0.9439072297348341,0.9914633225050993,278,68,0.9508196721311475,0.9859484777517564
WESAD,std+time_external,8,0.5043816574752588,0.6129032258064516,278,68,0.5573770491803278,0.8899297423887588
WESAD,time_only_within,9,0.9361111111111111,0.9778935185185185,276,85,0.7316666666666667,0.8850000000000001
WESAD,std_within,9,0.9814814814814814,0.9990740740740741,276,85,1.0,1.0
WESAD,std_external,9,0.9513888888888888,0.9944444444444445,276,85,1.0,1.0
WESAD,std+time_within,9,0.9976851851851851,1.0,276,85,1.0,1.0
WESAD,std+time_external,9,0.42592592592592593,0.40594135802469133,276,85,0.5,0.9986666666666666
WESAD,time_only_within,10,0.9188172043010753,0.9526881720430108,277,84,0.65,0.6760416666666667
WESAD,std_within,10,0.9640168970814131,0.9920890937019969,277,84,0.9708333333333333,0.998611111111111
WESAD,std_external,10,0.9308755760368663,0.9855606758832566,277,84,0.7708333333333333,0.9430555555555555
WESAD,std+time_within,10,0.988479262672811,0.9996159754224271,277,84,0.8958333333333333,0.9965277777777777
WESAD,std+time_external,10,0.4420506912442397,0.48187403993855604,277,84,0.525,0.9
WESAD,time_only_within,11,0.8724798387096775,0.9244671658986177,281,100,0.5642361111111112,0.68359375
WESAD,std_within,11,0.8892209101382489,0.9663018433179723,281,100,0.8984375,0.9939236111111112
WESAD,std_external,11,0.8701756912442397,0.9550691244239632,281,100,0.9253472222222222,0.9926215277777778
WESAD,std+time_within,11,0.8837125576036866,0.976022465437788,281,100,0.890625,0.9822048611111112
WESAD,std+time_external,11,0.4055299539170507,0.3419498847926267,281,100,0.5,0.9887152777777778
WESAD,time_only_within,12,0.852428216944346,0.9299184686281461,282,100,0.5307692307692308,0.6775824175824177
WESAD,std_within,12,0.8108472172988301,0.9073378234668558,282,100,0.8615384615384616,0.963076923076923
WESAD,std_external,12,0.8639844026940802,0.941439205955335,282,100,0.7824175824175824,0.8975824175824176
WESAD,std+time_within,12,0.8746189294576392,0.9775611485288905,282,100,0.8626373626373627,0.9714285714285714
WESAD,std+time_external,12,0.426302729528536,0.3965969514356611,282,100,0.5230769230769231,0.8716483516483517
WESAD,time_only_within,13,0.9297235023041475,0.9654006243496359,279,85,0.5571528751753155,0.7047685834502103
WESAD,std_within,13,0.9147465437788018,0.9736137951538576,279,85,0.935483870967742,0.9866760168302946
WESAD,std_external,13,0.8525345622119815,0.9570387988702245,279,85,0.7019635343618513,0.8800841514726507
WESAD,std+time_within,13,0.9596774193548387,0.9944254496803924,279,85,0.9596774193548387,0.9782608695652174
WESAD,std+time_external,13,0.4470046082949308,0.49405381299241863,279,85,0.532258064516129,0.8779803646563815
WESAD,time_only_within,14,0.9123642896196205,0.9405217527142076,276,84,0.6545762711864407,0.6528813559322033
WESAD,std_within,14,0.9815668202764978,0.9971100523314849,276,84,1.0,1.0
WESAD,std_external,14,0.9377880184331797,0.9753963914707491,276,84,0.98,1.0
WESAD,std+time_within,14,0.9976958525345623,0.9999218933062564,276,84,0.98,0.9993220338983051
WESAD,std+time_external,14,0.4739904709833633,0.5018355073029759,276,84,0.5338983050847458,1.0
WESAD,time_only_within,15,0.8889538482701699,0.9392667996423413,284,98,0.5917188252286952,0.7140105922002888
WESAD,std_within,15,0.8432835820895522,0.966159983492675,284,98,0.8432835820895522,0.9860375541646605
WESAD,std_external,15,0.8855492124630304,0.9566682715454984,284,98,0.8832450649975927,0.9735194992778045
WESAD,std+time_within,15,0.9156063002957562,0.9817043813192103,284,98,0.9017814155031295,0.9754453538757824
WESAD,std+time_external,15,0.4613797372584084,0.416741178898136,284,98,0.5074626865671642,0.9504092441020703
WESAD,time_only_within,16,0.8762044407205698,0.9234743750872783,283,102,0.5517676767676768,0.6304713804713804
WESAD,std_within,16,0.8484848484848485,0.9724200530652144,283,102,0.8484848484848485,0.9915824915824916
WESAD,std_external,16,0.8732369780756877,0.950286272866918,283,102,0.9191919191919191,0.9903198653198653
WESAD,std+time_within,16,0.9067867616254713,0.9815668202764977,283,102,0.8952020202020202,0.9772727272727273
WESAD,std+time_external,16,0.4216589861751152,0.3379416282642089,283,102,0.5,0.9848484848484849
WESAD,time_only_within,17,0.8389550264550265,0.9160787771898885,279,99,0.6190476190476191,0.6569664902998236
WESAD,std_within,17,0.8888888888888888,0.9767048794826573,279,99,0.8888888888888888,0.9951499118165784
WESAD,std_external,17,0.8875661375661376,0.946355085243974,279,99,0.9246031746031746,0.9832451499118167
WESAD,std+time_within,17,0.9047619047619048,0.987580834803057,279,99,0.9047619047619048,0.990299823633157
WESAD,std+time_external,17,0.49007936507936506,0.43974132863021753,279,99,0.5317460317460317,0.9682539682539683
WESAD,time_only_within,18,0.9321705426356589,0.9834108527131783,275,73,0.6756410256410257,0.8833333333333333
WESAD,std_within,18,0.9160852713178295,0.9782945736434108,275,73,0.9416666666666667,0.9961538461538461
WESAD,std_external,18,0.8608527131782946,0.9649612403100776,275,73,0.9166666666666667,1.0
WESAD,std+time_within,18,0.9560077519379845,0.9975193798449612,275,73,0.9583333333333333,1.0
WESAD,std+time_external,18,0.4176356589147287,0.46511627906976744,275,73,0.5083333333333333,1.0
WESAD,time_only_within,19,0.9398148148148149,0.9762544802867383,278,86,0.5,0.7876344086021505
WESAD,std_within,19,0.9227150537634409,0.9831989247311829,278,86,0.9435483870967742,1.0
WESAD,std_external,19,0.875373357228196,0.9711021505376345,278,86,0.9193548387096775,1.0
WESAD,std+time_within,19,0.9596774193548387,0.998805256869773,278,86,0.9596774193548387,0.9966397849462365
WESAD,std+time_external,19,0.41315710872162487,0.4159199522102748,278,86,0.5080645161290323,0.9899193548387096
