dataset,subject_id,subject_uid,harmonized_label,timestamp_start,temp_available,r1_range,r2_slope,r3_temp,invalid_frac,invalid_frac_eda_rules,raw_eda_range,raw_eda_mean
Campanella2024,subject_25,Campanella2024:subject_25,Baseline,105.0,True,0.0,0.0,1.0,1.0,0.0,0.046127999999999975,0.22578129583333334
Campanella2024,subject_25,Campanella2024:subject_25,Manual task,240.0,True,0.0,0.0,1.0,1.0,0.0,0.06919200000000003,0.28782424583333327
Campanella2024,subject_25,Campanella2024:subject_25,Manual task,270.0,True,0.0,0.0,1.0,1.0,0.0,0.052535,0.30387824583333334
Campanella2024,subject_25,Campanella2024:subject_25,Manual task,300.0,True,0.0,0.0,1.0,1.0,0.0,0.034596000000000016,0.30519157500000005
Campanella2024,subject_25,Campanella2024:subject_25,Manual task,330.0,True,0.0,0.0,1.0,1.0,0.0,0.046128,0.30207364999999997
Campanella2024,subject_25,Campanella2024:subject_25,Manual task,360.0,True,0.0,0.0,1.0,1.0,0.0,0.05894100000000002,0.2983418
Campanella2024,subject_25,Campanella2024:subject_25,Manual task,390.0,True,0.0,0.0,1.0,1.0,0.0,0.034596000000000016,0.29282674583333335
Campanella2024,subject_25,Campanella2024:subject_25,Manual task,420.0,True,0.0,0.0,1.0,1.0,0.0,0.034596000000000016,0.2899704208333333
Campanella2024,subject_25,Campanella2024:subject_25,Manual task,450.0,True,0.0,0.0,0.9666666666666667,1.0,0.0,0.051253999999999966,0.29480212083333335
Campanella2024,subject_25,Campanella2024:subject_25,Manual task,480.0,True,0.0,0.0,0.8,1.0,0.0,0.06022299999999997,0.30058946666666664
Campanella2024,subject_25,Campanella2024:subject_25,Manual task,510.0,True,0.0,0.0,0.3333333333333333,0.5833333333333334,0.0,0.06022299999999997,0.30616325
Campanella2024,subject_25,Campanella2024:subject_25,Manual task,540.0,True,0.0,0.0,0.0,0.08333333333333333,0.0,0.04228399999999999,0.313643025
Campanella2024,subject_25,Campanella2024:subject_25,Manual task,570.0,True,0.0,0.0,0.0,0.0,0.0,0.041002999999999956,0.3129436416666667
Campanella2024,subject_25,Campanella2024:subject_25,Manual task,600.0,True,0.0,0.0,0.0,0.0,0.0,0.04228399999999999,0.31342415833333337
Campanella2024,subject_25,Campanella2024:subject_25,Manual task,630.0,True,0.0,0.0,0.0,0.0,0.0,0.034596000000000016,0.3173855958333333
Campanella2024,subject_25,Campanella2024:subject_25,Manual task,660.0,True,0.0,0.0,0.0,0.0,0.0,0.034596000000000016,0.31610957083333335
Campanella2024,subject_25,Campanella2024:subject_25,Manual task,960.0,True,0.0,0.0,0.0,0.0,0.0,0.04741000000000001,0.3406151166666666
Campanella2024,subject_25,Campanella2024:subject_25,Manual task,990.0,True,0.0,0.0,0.0,0.0,0.0,0.17682399999999998,0.35125016666666664
Campanella2024,subject_25,Campanella2024:subject_25,Manual task,1020.0,True,0.0,0.0,0.0,0.0,0.0,0.165292,0.3607747583333333
Campanella2024,subject_25,Campanella2024:subject_25,Manual task,1050.0,True,0.0,0.0,0.0,0.0,0.0,0.032033000000000034,0.35934930416666666
Campanella2024,subject_25,Campanella2024:subject_25,Manual task,1080.0,True,0.0,0.0,0.0,0.0,0.0,0.03587699999999999,0.35768891249999996
Campanella2024,subject_25,Campanella2024:subject_25,Manual task,1110.0,True,0.0,0.0,0.0,0.0,0.0,0.03587699999999999,0.35818005833333333
Campanella2024,subject_25,Campanella2024:subject_25,Manual task,1380.0,True,0.0,0.0,0.0,0.0,0.0,0.04612700000000003,0.4375906958333333
Campanella2024,subject_25,Campanella2024:subject_25,Manual task,1410.0,True,0.0,0.0,0.0,0.0,0.0,0.037158000000000024,0.4428174458333333
Campanella2024,subject_25,Campanella2024:subject_25,Stress,1650.0,True,0.0,0.0,0.0,0.0,0.0,0.012812999999999963,0.44089547083333336
Campanella2024,subject_25,Campanella2024:subject_25,Stress,1680.0,True,0.0,0.0,0.0,0.0,0.0,0.02050099999999999,0.4368325791666667
Campanella2024,subject_25,Campanella2024:subject_25,Stress,1710.0,True,0.0,0.0,0.0,0.0,0.0,0.017937999999999954,0.4302924541666667
Campanella2024,subject_25,Campanella2024:subject_25,Stress,1740.0,True,0.0,0.0,0.0,0.0,0.0,0.019220000000000015,0.4251030333333334
Campanella2024,subject_26,Campanella2024:subject_26,Baseline,15.0,True,0.0,0.0,0.0,0.0,0.0,1.3700409999999996,1.3957016541666667
Campanella2024,subject_26,Campanella2024:subject_26,Baseline,45.0,True,0.0,0.0,0.0,0.0,0.0,1.940172,1.8706601458333334
Campanella2024,subject_26,Campanella2024:subject_26,Baseline,75.0,True,0.0,0.0,0.0,0.0,0.0,1.4260599999999999,1.8861766041666668
Campanella2024,subject_26,Campanella2024:subject_26,Baseline,105.0,True,0.0,0.0,0.0,0.0,0.0,1.3609109999999998,1.8163386583333332
Campanella2024,subject_26,Campanella2024:subject_26,Manual task,240.0,True,0.0,0.0,0.0,0.0,0.0,1.599352,2.2272649083333333
Campanella2024,subject_26,Campanella2024:subject_26,Manual task,270.0,True,0.0,0.0,0.0,0.0,0.0,1.1623050000000001,1.8574344083333334
Campanella2024,subject_26,Campanella2024:subject_26,Manual task,300.0,True,0.0,0.0,0.0,0.0,0.0,0.5742360000000002,1.510407775
Campanella2024,subject_26,Campanella2024:subject_26,Manual task,330.0,True,0.0,0.0,0.0,0.0,0.0,0.584287,1.3751644749999998
Campanella2024,subject_26,Campanella2024:subject_26,Manual task,360.0,True,0.0,0.0,0.0,0.0,0.0,0.584287,1.32770185
Campanella2024,subject_26,Campanella2024:subject_26,Manual task,390.0,True,0.0,0.0,0.0,0.0,0.0,0.7817109999999999,1.1870563666666667
Campanella2024,subject_26,Campanella2024:subject_26,Manual task,420.0,True,0.0,0.0,0.0,0.0,0.0,0.54979,0.9326625833333334
Campanella2024,subject_26,Campanella2024:subject_26,Manual task,450.0,True,0.0,0.0,0.0,0.0,0.0,0.2383280000000001,0.8359506625
Campanella2024,subject_26,Campanella2024:subject_26,Manual task,480.0,True,0.0,0.0,0.0,0.0,0.0,0.21270100000000003,0.8645456666666667
Campanella2024,subject_26,Campanella2024:subject_26,Manual task,510.0,True,0.0,0.0,0.0,0.0,0.0,0.30752,0.8192666125
Campanella2024,subject_26,Campanella2024:subject_26,Manual task,540.0,True,0.0,0.0,0.0,0.0,0.0,0.34339600000000003,0.6778824875
Campanella2024,subject_26,Campanella2024:subject_26,Manual task,570.0,True,0.0,0.0,0.0,0.0,0.0,0.20885699999999996,0.5550387000000001
Campanella2024,subject_26,Campanella2024:subject_26,Manual task,600.0,True,0.0,0.0,0.0,0.0,0.0,0.13069599999999998,0.47680551666666665
Campanella2024,subject_26,Campanella2024:subject_26,Manual task,630.0,True,0.0,0.0,0.0,0.0,0.0,0.11147499999999999,0.4273557916666667
Campanella2024,subject_26,Campanella2024:subject_26,Manual task,660.0,True,0.0,0.0,0.0,0.0,0.0,0.130695,0.3812493208333334
Campanella2024,subject_26,Campanella2024:subject_26,Manual task,960.0,True,0.0,0.0,0.0,0.0,0.0,0.449747,0.778104225
Campanella2024,subject_26,Campanella2024:subject_26,Manual task,990.0,True,0.0,0.0,0.0,0.0,0.0,0.33570900000000004,0.8457158208333333
Campanella2024,subject_26,Campanella2024:subject_26,Manual task,1020.0,True,0.0,0.0,0.0,0.0,0.0,0.26907899999999996,0.8189199791666667
Campanella2024,subject_26,Campanella2024:subject_26,Manual task,1050.0,True,0.0,0.0,0.0,0.0,0.0,0.7869050000000001,0.9907596833333334
Campanella2024,subject_26,Campanella2024:subject_26,Manual task,1080.0,True,0.0,0.0,0.0,0.0,0.0,0.7740230000000001,1.0029479791666667
Campanella2024,subject_26,Campanella2024:subject_26,Manual task,1110.0,True,0.0,0.0,0.0,0.0,0.0,0.624009,0.9210014791666665
Campanella2024,subject_26,Campanella2024:subject_26,Manual task,1380.0,True,0.0,0.0,0.0,0.0,0.0,1.805646,2.452920333333333
Campanella2024,subject_26,Campanella2024:subject_26,Manual task,1410.0,True,0.0,0.0,0.0,0.0,0.0,1.6172900000000001,2.266377154166667
Campanella2024,subject_26,Campanella2024:subject_26,Stress,1650.0,True,0.0,0.0,0.0,0.0,0.0,2.6066050000000005,3.55360375
Campanella2024,subject_26,Campanella2024:subject_26,Stress,1680.0,True,0.0,0.0,0.0,0.0,0.0,1.9373939999999998,3.746102670833333
Campanella2024,subject_26,Campanella2024:subject_26,Stress,1710.0,True,0.0,0.0,0.0,0.0,0.0,1.9373939999999998,3.679452458333333
Campanella2024,subject_26,Campanella2024:subject_26,Stress,1740.0,True,0.0,0.0,0.0,0.0,0.0,1.8832780000000002,3.526147908333334
Campanella2024,subject_27,Campanella2024:subject_27,Baseline,15.0,True,0.0,0.0,0.0,0.0,0.0,0.43180799999999997,1.2119869749999996
Campanella2024,subject_27,Campanella2024:subject_27,Baseline,45.0,True,0.0,0.0,0.0,0.0,0.0,0.18323,1.1244560041666665
Campanella2024,subject_27,Campanella2024:subject_27,Baseline,75.0,True,0.0,0.0,0.0,0.0,0.0,0.263954,1.0779276916666667
Campanella2024,subject_27,Campanella2024:subject_27,Baseline,105.0,True,0.0,0.0,0.0,0.0,0.0,0.21013800000000005,1.0185390458333332
Campanella2024,subject_27,Campanella2024:subject_27,Manual task,240.0,True,0.0,0.0,0.0,0.0,0.0,0.440778,1.06631265
Campanella2024,subject_27,Campanella2024:subject_27,Manual task,270.0,True,0.0,0.0,0.0,0.0,0.0,0.4100260000000001,1.0113275375
Campanella2024,subject_27,Campanella2024:subject_27,Manual task,300.0,True,0.0,0.0,0.0,0.0,0.0,0.48690600000000006,0.9040427583333333
Campanella2024,subject_27,Campanella2024:subject_27,Manual task,330.0,True,0.0,0.0,0.0,0.0,0.0,0.3741479999999999,0.7673140166666668
Campanella2024,subject_27,Campanella2024:subject_27,Manual task,360.0,True,0.0,0.0,0.0,0.0,0.0,0.18323,0.7161622041666665
Campanella2024,subject_27,Campanella2024:subject_27,Manual task,390.0,True,0.0,0.0,0.0,0.0,0.0,0.26139200000000007,0.6794414583333332
Campanella2024,subject_27,Campanella2024:subject_27,Manual task,420.0,True,0.0,0.0,0.0,0.0,0.0,0.31008199999999997,0.6032008708333334
Campanella2024,subject_27,Campanella2024:subject_27,Manual task,450.0,True,0.0,0.0,0.0,0.0,0.0,0.163941,0.5591045291666668
Campanella2024,subject_27,Campanella2024:subject_27,Manual task,480.0,True,0.0,0.0,0.0,0.0,0.0,0.152478,0.5207115375
Campanella2024,subject_27,Campanella2024:subject_27,Manual task,510.0,True,0.0,0.0,0.0,0.0,0.0,0.16016600000000003,0.5115126625
Campanella2024,subject_27,Campanella2024:subject_27,Manual task,540.0,True,0.0,0.0,0.0,0.0,0.0,0.199888,0.519141925
Campanella2024,subject_27,Campanella2024:subject_27,Manual task,570.0,True,0.0,0.0,0.0,0.0,0.0,0.220389,0.5138030124999999
Campanella2024,subject_27,Campanella2024:subject_27,Manual task,600.0,True,0.0,0.0,0.0,0.0,0.0,0.20629400000000003,0.49890751666666666
Campanella2024,subject_27,Campanella2024:subject_27,Manual task,630.0,True,0.0,0.0,0.0,0.0,0.0,0.22679599999999994,0.5070546874999999
Campanella2024,subject_27,Campanella2024:subject_27,Manual task,660.0,True,0.0,0.0,0.0,0.0,0.0,0.311364,0.5678751958333333
Campanella2024,subject_27,Campanella2024:subject_27,Manual task,960.0,True,0.0,0.0,0.0,0.0,0.0,0.2703610000000001,0.6594262875
Campanella2024,subject_27,Campanella2024:subject_27,Manual task,990.0,True,0.0,0.0,0.0,0.0,0.0,0.256266,0.6952074749999999
Campanella2024,subject_27,Campanella2024:subject_27,Manual task,1020.0,True,0.0,0.0,0.0,0.0,0.0,0.24986000000000008,0.6904932208333333
Campanella2024,subject_27,Campanella2024:subject_27,Manual task,1050.0,True,0.0,0.0,0.0,0.0,0.0,0.187075,0.6579687500000001
Campanella2024,subject_27,Campanella2024:subject_27,Manual task,1080.0,True,0.0,0.0,0.0,0.0,0.0,0.21782599999999996,0.6550964125000001
Campanella2024,subject_27,Campanella2024:subject_27,Manual task,1110.0,True,0.0,0.0,0.0,0.0,0.0,0.276768,0.7173851208333334
Campanella2024,subject_27,Campanella2024:subject_27,Manual task,1380.0,True,0.0,0.0,0.0,0.0,0.0,2.837545,3.6218380125
Campanella2024,subject_27,Campanella2024:subject_27,Manual task,1410.0,True,0.0,0.0,0.0,0.0,0.0,4.211349,5.321819129166667
Campanella2024,subject_27,Campanella2024:subject_27,Stress,1650.0,True,0.0,0.0,0.0,0.0,0.0,1.6347630000000013,8.582810245833334
Campanella2024,subject_27,Campanella2024:subject_27,Stress,1680.0,True,0.0,0.0,0.0,0.0,0.0,2.0164030000000004,9.312719529166667
Campanella2024,subject_27,Campanella2024:subject_27,Stress,1710.0,True,0.0,0.0,0.0,0.0,0.0,1.317043,9.915181045833332
Campanella2024,subject_28,Campanella2024:subject_28,Baseline,15.0,True,0.0,0.0,1.0,1.0,0.0,0.024346000000000034,0.33631198333333334
Campanella2024,subject_28,Campanella2024:subject_28,Baseline,45.0,True,0.0,0.0,1.0,1.0,0.0,0.02562700000000001,0.3459059791666667
Campanella2024,subject_28,Campanella2024:subject_28,Baseline,75.0,True,0.0,0.0,1.0,1.0,0.0,0.016656999999999977,0.35057750416666666
Campanella2024,subject_28,Campanella2024:subject_28,Baseline,105.0,True,0.0,0.0,1.0,1.0,0.0,0.033314999999999984,0.34942428333333336
Campanella2024,subject_28,Campanella2024:subject_28,Manual task,240.0,True,0.0,0.0,1.0,1.0,0.0,0.112757,0.334432625
Campanella2024,subject_28,Campanella2024:subject_28,Manual task,270.0,True,0.0,0.0,1.0,1.0,0.0,0.10122500000000001,0.31601352083333334
Campanella2024,subject_28,Campanella2024:subject_28,Manual task,300.0,True,0.0,0.0,1.0,1.0,0.0,0.09994399999999998,0.30126756666666665
Campanella2024,subject_28,Campanella2024:subject_28,Manual task,330.0,True,0.0,0.0,1.0,1.0,0.0,0.09994399999999998,0.3007069333333333
Campanella2024,subject_28,Campanella2024:subject_28,Manual task,360.0,True,0.0,0.0,1.0,1.0,0.0,0.044847000000000026,0.29073920000000003
Campanella2024,subject_28,Campanella2024:subject_28,Manual task,390.0,True,0.0,0.0,1.0,1.0,0.0,0.08200500000000002,0.2817486375
Campanella2024,subject_28,Campanella2024:subject_28,Manual task,420.0,True,0.0,0.0,1.0,1.0,0.0,0.11532000000000003,0.26595627916666664
Campanella2024,subject_28,Campanella2024:subject_28,Manual task,450.0,True,0.0,0.0,1.0,1.0,0.0,0.21141900000000002,0.23028187916666668
Campanella2024,subject_28,Campanella2024:subject_28,Manual task,480.0,True,0.0,0.0,1.0,1.0,0.0,0.20629399999999998,0.22747901666666662
Campanella2024,subject_28,Campanella2024:subject_28,Manual task,510.0,True,0.0,0.0,1.0,1.0,0.0,0.10763200000000003,0.25335122916666664
Campanella2024,subject_28,Campanella2024:subject_28,Manual task,540.0,True,0.0,0.0,1.0,1.0,0.0,0.09738100000000002,0.2545151166666667
Campanella2024,subject_28,Campanella2024:subject_28,Manual task,570.0,True,0.0,0.0,1.0,1.0,0.0,0.08072399999999999,0.2537997125
Campanella2024,subject_28,Campanella2024:subject_28,Manual task,600.0,True,0.0,0.0,1.0,1.0,0.0,0.140946,0.25806015
Campanella2024,subject_28,Campanella2024:subject_28,Manual task,630.0,True,0.0,0.0,1.0,1.0,0.0,0.140946,0.2546219375
Campanella2024,subject_28,Campanella2024:subject_28,Manual task,660.0,True,0.0,0.0,1.0,1.0,0.0,0.322895,0.2529454875
Campanella2024,subject_28,Campanella2024:subject_28,Manual task,960.0,True,0.008333333333333333,0.0,1.0,1.0,0.175,0.271642,0.20581918333333335
Campanella2024,subject_28,Campanella2024:subject_28,Manual task,990.0,True,0.0,0.0,1.0,1.0,0.0,0.13966499999999998,0.22208675833333336
Campanella2024,subject_28,Campanella2024:subject_28,Manual task,1020.0,True,0.0,0.0,1.0,1.0,0.0,0.07175399999999998,0.2368221166666667
Campanella2024,subject_28,Campanella2024:subject_28,Manual task,1050.0,True,0.0,0.0,1.0,1.0,0.0,0.15632200000000002,0.24845547083333333
Campanella2024,subject_28,Campanella2024:subject_28,Manual task,1080.0,True,0.0,0.0,1.0,1.0,0.0,0.201169,0.2696827333333333
Campanella2024,subject_28,Campanella2024:subject_28,Manual task,1110.0,True,0.0,0.0,1.0,1.0,0.0,0.138383,0.2833395833333333
Campanella2024,subject_28,Campanella2024:subject_28,Manual task,1380.0,True,0.0,0.0,1.0,1.0,0.0,0.08456800000000003,0.3537914833333334
Campanella2024,subject_28,Campanella2024:subject_28,Manual task,1410.0,True,0.0,0.0,1.0,1.0,0.0,0.09481900000000004,0.3581480125
Campanella2024,subject_28,Campanella2024:subject_28,Stress,1650.0,True,0.0,0.0,1.0,1.0,0.0,0.097381,0.5473418916666667
Campanella2024,subject_28,Campanella2024:subject_28,Stress,1680.0,True,0.0,0.0,1.0,1.0,0.0,0.04484699999999997,0.5774264416666667
Campanella2024,subject_28,Campanella2024:subject_28,Stress,1710.0,True,0.0,0.0,1.0,1.0,0.0,0.06662899999999994,0.6018036999999999
Campanella2024,subject_28,Campanella2024:subject_28,Stress,1740.0,True,0.0,0.0,1.0,1.0,0.0,0.04612800000000006,0.6252787249999999
Campanella2024,subject_29,Campanella2024:subject_29,Baseline,15.0,True,0.0,0.0,0.0,0.0,0.0,0.152478,0.791937225
Campanella2024,subject_29,Campanella2024:subject_29,Baseline,45.0,True,0.0,0.0,0.0,0.0,0.0,0.13710299999999997,0.8384762416666668
Campanella2024,subject_29,Campanella2024:subject_29,Baseline,75.0,True,0.0,0.0,0.0,0.0,0.0,0.09738199999999997,0.8863927625
Campanella2024,subject_29,Campanella2024:subject_29,Baseline,105.0,True,0.0,0.0,0.0,0.0,0.0,0.05509799999999998,0.9052443874999999
Campanella2024,subject_29,Campanella2024:subject_29,Manual task,240.0,True,0.0,0.0,0.0,0.0,0.0,0.7816120000000001,1.1442911624999998
Campanella2024,subject_29,Campanella2024:subject_29,Manual task,270.0,True,0.0,0.0,0.0,0.0,0.0,0.9366530000000001,1.4138633958333335
Campanella2024,subject_29,Campanella2024:subject_29,Manual task,300.0,True,0.0,0.0,0.0,0.0,0.0,0.325458,1.5775293833333335
Campanella2024,subject_29,Campanella2024:subject_29,Manual task,330.0,True,0.0,0.0,0.0,0.0,0.0,0.2985500000000001,1.6147306499999998
Campanella2024,subject_29,Campanella2024:subject_29,Manual task,360.0,True,0.0,0.0,0.0,0.0,0.0,0.38696299999999995,1.6172452541666666
Campanella2024,subject_29,Campanella2024:subject_29,Manual task,390.0,True,0.0,0.0,0.0,0.0,0.0,0.5637860000000001,1.6013407375
Campanella2024,subject_29,Campanella2024:subject_29,Manual task,420.0,True,0.0,0.0,0.0,0.0,0.0,0.5535350000000001,1.6438008666666666
Campanella2024,subject_29,Campanella2024:subject_29,Manual task,450.0,True,0.0,0.0,0.0,0.0,0.0,0.481781,1.6865386
Campanella2024,subject_29,Campanella2024:subject_29,Manual task,480.0,True,0.0,0.0,0.0,0.0,0.0,0.481781,1.6844724708333336
Campanella2024,subject_29,Campanella2024:subject_29,Manual task,510.0,True,0.0,0.0,0.0,0.0,0.0,0.527908,1.5251603166666667
Campanella2024,subject_29,Campanella2024:subject_29,Manual task,540.0,True,0.0,0.0,0.0,0.0,0.0,0.4318089999999999,1.2904898541666667
Campanella2024,subject_29,Campanella2024:subject_29,Manual task,570.0,True,0.0,0.0,0.0,0.0,0.0,0.3510850000000001,1.110170029166667
Campanella2024,subject_29,Campanella2024:subject_29,Manual task,600.0,True,0.0,0.0,0.0,0.0,0.0,0.1807660000000001,0.9950302583333334
Campanella2024,subject_29,Campanella2024:subject_29,Manual task,630.0,True,0.0,0.0,0.0,0.0,0.0,0.21782599999999996,0.9164662958333333
Campanella2024,subject_29,Campanella2024:subject_29,Manual task,660.0,True,0.0,0.0,0.0,0.0,0.0,0.22807699999999997,0.9070751916666667
Campanella2024,subject_29,Campanella2024:subject_29,Manual task,960.0,True,0.0,0.0,0.0,0.0,0.0,0.590694,1.5576740708333332
Campanella2024,subject_29,Campanella2024:subject_29,Manual task,990.0,True,0.0,0.0,0.0,0.0,0.0,0.369024,1.4011862041666667
Campanella2024,subject_29,Campanella2024:subject_29,Manual task,1020.0,True,0.0,0.0,0.0,0.0,0.0,0.28189300000000017,1.3439213916666668
Campanella2024,subject_29,Campanella2024:subject_29,Manual task,1050.0,True,0.0,0.0,0.0,0.0,0.0,0.42668300000000015,1.2173418541666667
Campanella2024,subject_29,Campanella2024:subject_29,Manual task,1080.0,True,0.0,0.0,0.0,0.0,0.0,0.22423300000000013,1.1056738291666666
Campanella2024,subject_29,Campanella2024:subject_29,Manual task,1110.0,True,0.0,0.0,0.0,0.0,0.0,0.19091900000000006,1.040048375
Campanella2024,subject_29,Campanella2024:subject_29,Manual task,1380.0,True,0.0,0.0,0.0,0.0,0.0,1.0535050000000001,2.423526875
Campanella2024,subject_29,Campanella2024:subject_29,Manual task,1410.0,True,0.0,0.0,0.0,0.0,0.0,0.7229830000000002,2.5544740416666665
Campanella2024,subject_29,Campanella2024:subject_29,Stress,1650.0,True,0.0,0.0,0.0,0.0,0.0,0.6816679999999999,2.2714754750000004
Campanella2024,subject_29,Campanella2024:subject_29,Stress,1680.0,True,0.0,0.0,0.0,0.0,0.0,0.834147,2.2180866958333336
Campanella2024,subject_29,Campanella2024:subject_29,Stress,1710.0,True,0.0,0.0,0.0,0.0,0.0,1.1586359999999998,2.4426441666666667
Campanella2024,subject_29,Campanella2024:subject_29,Stress,1740.0,True,0.0,0.0,0.0,0.0,0.0,0.7780799999999997,2.5581141041666666
WESAD,S10,WESAD:S10,Baseline,92.85714285714286,True,0.0,0.0,0.0,0.0,0.0,0.24304300000000006,0.39740216666666667
WESAD,S10,WESAD:S10,Baseline,122.85714285714286,True,0.0,0.0,0.0,0.0,0.0,0.056284,0.38084749166666665
WESAD,S10,WESAD:S10,Baseline,152.85714285714286,True,0.0,0.0,0.0,0.0,0.0,0.030700000000000005,0.3789501166666666
WESAD,S10,WESAD:S10,Baseline,182.85714285714286,True,0.0,0.0,0.0,0.0,0.0,0.03198000000000001,0.3787795791666667
WESAD,S10,WESAD:S10,Baseline,212.85714285714286,True,0.0,0.0,0.0,0.0,0.0,0.015351000000000004,0.3774097166666667
WESAD,S10,WESAD:S10,Baseline,242.85714285714286,True,0.0,0.0,0.0,0.0,0.0,0.04733000000000004,0.38189751666666666
WESAD,S10,WESAD:S10,Baseline,272.8571428571429,True,0.0,0.0,0.0,0.0,0.0,0.042213,0.3907078625
WESAD,S10,WESAD:S10,Baseline,302.8571428571429,True,0.0,0.0,0.0,0.0,0.0,0.03198000000000001,0.3904361
WESAD,S10,WESAD:S10,Baseline,332.8571428571429,True,0.0,0.0,0.0,0.0,0.0,0.03198000000000001,0.384466625
WESAD,S10,WESAD:S10,Baseline,362.8571428571429,True,0.0,0.0,0.0,0.0,0.0,0.08314600000000005,0.37961101666666663
WESAD,S10,WESAD:S10,Baseline,392.8571428571429,True,0.0,0.0,0.0,0.0,0.0,0.08314600000000005,0.37534176249999995
WESAD,S10,WESAD:S10,Baseline,422.8571428571429,True,0.0,0.0,0.0,0.0,0.0,0.026863000000000026,0.37564548750000004
WESAD,S10,WESAD:S10,Baseline,452.8571428571429,True,0.0,0.0,0.0,0.0,0.0,0.03837499999999999,0.38852785000000006
WESAD,S10,WESAD:S10,Baseline,482.8571428571429,True,0.0,0.0,0.0,0.0,0.0,0.03581699999999999,0.39688519583333337
WESAD,S10,WESAD:S10,Baseline,512.8571428571429,True,0.0,0.0,0.0,0.0,0.0,0.029420999999999975,0.39505166249999996
WESAD,S10,WESAD:S10,Baseline,542.8571428571429,True,0.0,0.0,0.0,0.0,0.0,0.016629000000000005,0.3969437625
WESAD,S10,WESAD:S10,Baseline,572.8571428571429,True,0.0,0.0,0.0,0.0,0.0,0.020466999999999957,0.3994754583333334
WESAD,S10,WESAD:S10,Baseline,602.8571428571429,True,0.0,0.0,0.0,0.0,0.0,0.056284,0.40280130416666665
WESAD,S10,WESAD:S10,Baseline,632.8571428571429,True,0.0,0.0,0.0,0.0,0.0,0.056284,0.40670812916666665
WESAD,S10,WESAD:S10,Baseline,662.8571428571429,True,0.0,0.0,0.0,0.0,0.0,0.04349200000000003,0.4136530541666667
WESAD,S10,WESAD:S10,Baseline,692.8571428571429,True,0.0,0.0,0.0,0.0,0.0,0.03453799999999996,0.41857791666666666
WESAD,S10,WESAD:S10,Baseline,722.8571428571429,True,0.0,0.0,0.0,0.0,0.0,0.08826299999999998,0.4235134
WESAD,S10,WESAD:S10,Baseline,752.8571428571429,True,0.0,0.0,0.0,0.0,0.0,0.08570499999999998,0.4246966875
WESAD,S10,WESAD:S10,Baseline,782.8571428571429,True,0.0,0.0,0.0,0.0,0.0,0.07930900000000002,0.42230352083333333
WESAD,S10,WESAD:S10,Baseline,812.8571428571429,True,0.0,0.0,0.0,0.0,0.0,0.07930900000000002,0.4236146041666667
WESAD,S10,WESAD:S10,Baseline,842.8571428571429,True,0.0,0.0,0.0,0.0,0.0,0.03709599999999996,0.4240250125000001
WESAD,S10,WESAD:S10,Baseline,872.8571428571429,True,0.0,0.0,0.0,0.0,0.0,0.03709599999999996,0.4268232583333333
WESAD,S10,WESAD:S10,Baseline,902.8571428571429,True,0.0,0.0,0.0,0.0,0.0,0.06268000000000001,0.41675508333333333
WESAD,S10,WESAD:S10,Baseline,932.8571428571429,True,0.0,0.0,0.0,0.0,0.0,0.06523800000000002,0.39457747083333333
WESAD,S10,WESAD:S10,Baseline,962.8571428571429,True,0.0,0.0,0.0,0.0,0.0,0.06012099999999998,0.39918250833333335
WESAD,S10,WESAD:S10,Baseline,992.8571428571429,True,0.0,0.0,0.0,0.0,0.0,0.113846,0.4166271083333334
WESAD,S10,WESAD:S10,Baseline,1022.8571428571429,True,0.0,0.0,0.0,0.0,0.0,0.11000899999999997,0.412400475
WESAD,S10,WESAD:S10,Baseline,1052.857142857143,True,0.0,0.0,0.0,0.0,0.0,0.040934000000000026,0.39858542916666667
WESAD,S10,WESAD:S10,Baseline,1082.857142857143,True,0.0,0.0,0.0,0.0,0.0,0.042213,0.3931969708333334
WESAD,S10,WESAD:S10,Baseline,1112.857142857143,True,0.0,0.0,0.0,0.0,0.0,0.052446999999999966,0.4078062416666667
WESAD,S10,WESAD:S10,Baseline,1142.857142857143,True,0.0,0.0,0.0,0.0,0.0,0.029422000000000004,0.4245793916666667
WESAD,S10,WESAD:S10,Baseline,1172.857142857143,True,0.0,0.0,0.0,0.0,0.0,0.03198000000000001,0.4292909833333333
WESAD,S10,WESAD:S10,Baseline,1202.857142857143,True,0.0,0.0,0.0,0.0,0.0,0.026861999999999997,0.437008675
WESAD,S10,WESAD:S10,Amusement,1595.857142857143,True,0.0,0.0,0.0,0.0,0.0,0.010232999999999992,0.42759615
WESAD,S10,WESAD:S10,Amusement,1625.857142857143,True,0.0,0.0,0.0,0.0,0.0,0.015349999999999975,0.42845417499999994
WESAD,S10,WESAD:S10,Amusement,1655.857142857143,True,0.0,0.0,0.0,0.0,0.0,0.01535000000000003,0.43075659999999993
WESAD,S10,WESAD:S10,Amusement,1685.857142857143,True,0.0,0.0,0.0,0.0,0.0,0.017908000000000035,0.4310497166666666
WESAD,S10,WESAD:S10,Amusement,1715.857142857143,True,0.0,0.0,0.0,0.0,0.0,0.021746000000000043,0.42903507499999993
WESAD,S10,WESAD:S10,Amusement,1745.857142857143,True,0.0,0.0,0.0,0.0,0.0,0.01918700000000001,0.42689251666666667
WESAD,S10,WESAD:S10,Amusement,1775.857142857143,True,0.0,0.0,0.0,0.0,0.0,0.01790799999999998,0.4237531958333334
